CBO Ocupação 2002;titulo;POTECoriginal;potec;Potec Grupo
623125;Trabalhador da pecuária (eqüinos);Demais Ocupações;Demais Ocupações;Demais Ocupações
623115;Trabalhador da pecuária (bovinos leite);Demais Ocupações;Demais Ocupações;Demais Ocupações
623210;Trabalhador da ovinocultura;Demais Ocupações;Demais Ocupações;Demais Ocupações
623215;Trabalhador da suinocultura;Demais Ocupações;Demais Ocupações;Demais Ocupações
623205;Trabalhador da caprinocultura;Demais Ocupações;Demais Ocupações;Demais Ocupações
623320;Trabalhador da cunicultura;Demais Ocupações;Demais Ocupações;Demais Ocupações
623315;Operador de incubadora;Demais Ocupações;Demais Ocupações;Demais Ocupações
623310;Trabalhador da avicultura de postura;Demais Ocupações;Demais Ocupações;Demais Ocupações
623305;Trabalhador da avicultura de corte;Demais Ocupações;Demais Ocupações;Demais Ocupações
623325;Sexador;Demais Ocupações;Demais Ocupações;Demais Ocupações
623405;Trabalhador em criatórios de animais produtores de veneno;Demais Ocupações;Demais Ocupações;Demais Ocupações
623415;Trabalhador na minhocultura;Demais Ocupações;Demais Ocupações;Demais Ocupações
623420;Trabalhador na sericicultura;Demais Ocupações;Demais Ocupações;Demais Ocupações
623410;Trabalhador na apicultura;Demais Ocupações;Demais Ocupações;Demais Ocupações
630110;Supervisor da área florestal;Demais Ocupações;Demais Ocupações;Demais Ocupações
630105;Supervisor da aqüicultura;Demais Ocupações;Demais Ocupações;Demais Ocupações
631015;Pescador artesanal de lagostas;Demais Ocupações;Demais Ocupações;Demais Ocupações
631005;Catador de caranguejos e siris;Demais Ocupações;Demais Ocupações;Demais Ocupações
631010;Catador de mariscos;Demais Ocupações;Demais Ocupações;Demais Ocupações
631020;Pescador artesanal de peixes e camarões;Demais Ocupações;Demais Ocupações;Demais Ocupações
631105;Pescador artesanal de água doce;Demais Ocupações;Demais Ocupações;Demais Ocupações
631205;Pescador industrial;Demais Ocupações;Demais Ocupações;Demais Ocupações
631210;Pescador profissional;Demais Ocupações;Demais Ocupações;Demais Ocupações
631335;Criador de rãs;Demais Ocupações;Demais Ocupações;Demais Ocupações
631330;Criador de quelônios;Demais Ocupações;Demais Ocupações;Demais Ocupações
631325;Criador de peixes;Demais Ocupações;Demais Ocupações;Demais Ocupações
631320;Criador de ostras;Demais Ocupações;Demais Ocupações;Demais Ocupações
631315;Criador de mexilhões;Demais Ocupações;Demais Ocupações;Demais Ocupações
631310;Criador de jacarés;Demais Ocupações;Demais Ocupações;Demais Ocupações
631305;Criador de camarões;Demais Ocupações;Demais Ocupações;Demais Ocupações
631405;Gelador industrial;Demais Ocupações;Demais Ocupações;Demais Ocupações
631420;Redeiro (pesca);Demais Ocupações;Demais Ocupações;Demais Ocupações
631415;Proeiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
631410;Gelador profissional;Demais Ocupações;Demais Ocupações;Demais Ocupações
632010;Raizeiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
632015;Viveirista florestal;Demais Ocupações;Demais Ocupações;Demais Ocupações
632005;Guia florestal;Demais Ocupações;Demais Ocupações;Demais Ocupações
632115;Identificador florestal;Demais Ocupações;Demais Ocupações;Demais Ocupações
632110;Cubador de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
632105;Classificador de toras;Demais Ocupações;Demais Ocupações;Demais Ocupações
632120;Operador de motosserra;Demais Ocupações;Demais Ocupações;Demais Ocupações
632125;Trabalhador de extração florestal, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
632215;Trabalhador da exploração de resinas;Demais Ocupações;Demais Ocupações;Demais Ocupações
632210;Trabalhador da exploração de espécies produtoras de gomas não elásticas;Demais Ocupações;Demais Ocupações;Demais Ocupações
632205;Seringueiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
632370;Trabalhador da exploração de tucum;Demais Ocupações;Demais Ocupações;Demais Ocupações
632365;Trabalhador da exploração de piaçava;Demais Ocupações;Demais Ocupações;Demais Ocupações
632360;Trabalhador da exploração de pequi;Demais Ocupações;Demais Ocupações;Demais Ocupações
632355;Trabalhador da exploração de ouricuri;Demais Ocupações;Demais Ocupações;Demais Ocupações
632350;Trabalhador da exploração de oiticica;Demais Ocupações;Demais Ocupações;Demais Ocupações
632345;Trabalhador da exploração de murumuru;Demais Ocupações;Demais Ocupações;Demais Ocupações
632340;Trabalhador da exploração de malva (pãina);Demais Ocupações;Demais Ocupações;Demais Ocupações
632335;Trabalhador da exploração de copaíba;Demais Ocupações;Demais Ocupações;Demais Ocupações
632330;Trabalhador da exploração de coco-da-praia;Demais Ocupações;Demais Ocupações;Demais Ocupações
632325;Trabalhador da exploração de carnaúba;Demais Ocupações;Demais Ocupações;Demais Ocupações
632320;Trabalhador da exploração de buriti;Demais Ocupações;Demais Ocupações;Demais Ocupações
632315;Trabalhador da exploração de bacaba;Demais Ocupações;Demais Ocupações;Demais Ocupações
632305;Trabalhador da exploração de andiroba;Demais Ocupações;Demais Ocupações;Demais Ocupações
632310;Trabalhador da exploração de babaçu;Demais Ocupações;Demais Ocupações;Demais Ocupações
632405;Trabalhador da exploração de açaí;Demais Ocupações;Demais Ocupações;Demais Ocupações
632410;Trabalhador da exploração de castanha;Demais Ocupações;Demais Ocupações;Demais Ocupações
632415;Trabalhador da exploração de pinhão;Demais Ocupações;Demais Ocupações;Demais Ocupações
632420;Trabalhador da exploração de pupunha;Demais Ocupações;Demais Ocupações;Demais Ocupações
632505;Trabalhador da exploração de árvores e arbustos produtores de substâncias aromát., Medic. E tóxicas;Demais Ocupações;Demais Ocupações;Demais Ocupações
632510;Trabalhador da exploração de cipós produtores de substâncias aromáticas, medicinais e tóxicas;Demais Ocupações;Demais Ocupações;Demais Ocupações
632525;Trabalhador da extração de substâncias aromáticas, medicinais e tóxicas, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
632520;Trabalhador da exploração de raízes produtoras de substâncias aromáticas, medicinais e tóxicas;Demais Ocupações;Demais Ocupações;Demais Ocupações
632515;Trabalhador da exploração de madeiras tanantes;Demais Ocupações;Demais Ocupações;Demais Ocupações
632605;Carvoeiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
632610;Carbonizador;Demais Ocupações;Demais Ocupações;Demais Ocupações
632615;Ajudante de carvoaria;Demais Ocupações;Demais Ocupações;Demais Ocupações
641010;Operador de máquinas de beneficiamento de produtos agrícolas;Demais Ocupações;Demais Ocupações;Demais Ocupações
641005;Operador de colheitadeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
641015;Tratorista agrícola;Demais Ocupações;Demais Ocupações;Demais Ocupações
642010;Operador de máquinas florestais estáticas;Demais Ocupações;Demais Ocupações;Demais Ocupações
642005;Operador de colhedor florestal;Demais Ocupações;Demais Ocupações;Demais Ocupações
642015;Operador de trator florestal;Demais Ocupações;Demais Ocupações;Demais Ocupações
643005;Trabalhador na operação de sistema de irrigação localizada (microaspersão e gotejamento);Demais Ocupações;Demais Ocupações;Demais Ocupações
643010;Trabalhador na operação de sistema de irrigação por aspersão (pivô central);Demais Ocupações;Demais Ocupações;Demais Ocupações
643015;Trabalhador na operação de sistemas convencionais de irrigação por aspersão;Demais Ocupações;Demais Ocupações;Demais Ocupações
643020;Trabalhador na operação de sistemas de irrigação e aspersão (alto propelido);Demais Ocupações;Demais Ocupações;Demais Ocupações
643025;Trabalhador na operação de sistemas de irrigação por superfície e drenagem;Demais Ocupações;Demais Ocupações;Demais Ocupações
710120;Supervisor de produção na mineração;Demais Ocupações;Demais Ocupações;Demais Ocupações
710115;Supervisor de perfuração e desmonte;Demais Ocupações;Demais Ocupações;Demais Ocupações
710110;Supervisor de extração de sal;Demais Ocupações;Demais Ocupações;Demais Ocupações
710105;Supervisor de apoio operacional na mineração;Demais Ocupações;Demais Ocupações;Demais Ocupações
710125;Supervisor de transporte na mineração;Demais Ocupações;Demais Ocupações;Demais Ocupações
710220;Supervisor de usina de concreto;Demais Ocupações;Demais Ocupações;Demais Ocupações
710215;Inspetor de terraplenagem;Demais Ocupações;Demais Ocupações;Demais Ocupações
710210;Mestre de linhas (ferrovias);Demais Ocupações;Demais Ocupações;Demais Ocupações
710205;Mestre (construção civil);Demais Ocupações;Demais Ocupações;Demais Ocupações
710225;Fiscal de pátio de usina de concreto;Demais Ocupações;Demais Ocupações;Demais Ocupações
711130;Mineiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
711105;Amostrador de minérios;Demais Ocupações;Demais Ocupações;Demais Ocupações
711110;Canteiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
711115;Destroçador de pedra;Demais Ocupações;Demais Ocupações;Demais Ocupações
711120;Detonador;Demais Ocupações;Demais Ocupações;Demais Ocupações
711125;Escorador de minas;Demais Ocupações;Demais Ocupações;Demais Ocupações
711205;Operador de caminhão (minas e pedreiras);Demais Ocupações;Demais Ocupações;Demais Ocupações
711210;Operador de carregadeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
711245;Operador de trator (minas e pedreiras);Demais Ocupações;Demais Ocupações;Demais Ocupações
711240;Operador de schutthecar;Demais Ocupações;Demais Ocupações;Demais Ocupações
711235;Operador de motoniveladora (extração de minerais sólidos);Demais Ocupações;Demais Ocupações;Demais Ocupações
711230;Operador de máquina perfuratriz;Demais Ocupações;Demais Ocupações;Demais Ocupações
711225;Operador de máquina perfuradora (minas e pedreiras);Demais Ocupações;Demais Ocupações;Demais Ocupações
711220;Operador de máquina de extração contínua (minas de carvão);Demais Ocupações;Demais Ocupações;Demais Ocupações
711215;Operador de máquina cortadora (minas e pedreiras);Demais Ocupações;Demais Ocupações;Demais Ocupações
711330;Torrista (petróleo);Demais Ocupações;Demais Ocupações;Demais Ocupações
711325;Plataformista (petróleo);Demais Ocupações;Demais Ocupações;Demais Ocupações
711320;Sondador de poços (exceto de petróleo e gás);Demais Ocupações;Demais Ocupações;Demais Ocupações
711315;Sondador (poços de petróleo e gás);Demais Ocupações;Demais Ocupações;Demais Ocupações
711310;Operador de sonda rotativa;Demais Ocupações;Demais Ocupações;Demais Ocupações
711305;Operador de sonda de percussão;Demais Ocupações;Demais Ocupações;Demais Ocupações
711405;Garimpeiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
711410;Operador de salina (sal marinho);Demais Ocupações;Demais Ocupações;Demais Ocupações
712105;Moleiro de minérios;Demais Ocupações;Demais Ocupações;Demais Ocupações
712110;Operador de aparelho de flotação;Demais Ocupações;Demais Ocupações;Demais Ocupações
712115;Operador de aparelho de precipitação (minas de ouro ou prata);Demais Ocupações;Demais Ocupações;Demais Ocupações
712120;Operador de britador de mandíbulas;Demais Ocupações;Demais Ocupações;Demais Ocupações
712125;Operador de espessador;Demais Ocupações;Demais Ocupações;Demais Ocupações
712130;Operador de jig (minas);Demais Ocupações;Demais Ocupações;Demais Ocupações
712135;Operador de peneiras hidráulicas;Demais Ocupações;Demais Ocupações;Demais Ocupações
712205;Cortador de pedras;Demais Ocupações;Demais Ocupações;Demais Ocupações
712210;Gravador de inscrições em pedra;Demais Ocupações;Demais Ocupações;Demais Ocupações
712215;Gravador de relevos em pedra;Demais Ocupações;Demais Ocupações;Demais Ocupações
712220;Polidor de pedras;Demais Ocupações;Demais Ocupações;Demais Ocupações
712225;Torneiro (lavra de pedra);Demais Ocupações;Demais Ocupações;Demais Ocupações
712230;Traçador de pedras;Demais Ocupações;Demais Ocupações;Demais Ocupações
715105;Operador de bate-estacas;Demais Ocupações;Demais Ocupações;Demais Ocupações
715110;Operador de compactadora de solos;Demais Ocupações;Demais Ocupações;Demais Ocupações
715115;Operador de escavadeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
715120;Operador de máquina de abrir valas;Demais Ocupações;Demais Ocupações;Demais Ocupações
715130;Operador de motoniveladora;Demais Ocupações;Demais Ocupações;Demais Ocupações
715145;Operador de trator de lâmina;Demais Ocupações;Demais Ocupações;Demais Ocupações
715140;Operador de pavimentadora (asfalto, concreto e materiais similares);Demais Ocupações;Demais Ocupações;Demais Ocupações
715135;Operador de pá carregadeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
715125;Operador de máquinas de construção civil e mineração;Demais Ocupações;Demais Ocupações;Demais Ocupações
715230;Pedreiro de edificações;Demais Ocupações;Demais Ocupações;Demais Ocupações
715225;Pedreiro (mineração);Demais Ocupações;Demais Ocupações;Demais Ocupações
715220;Pedreiro (material refratário);Demais Ocupações;Demais Ocupações;Demais Ocupações
715215;Pedreiro (chaminés industriais);Demais Ocupações;Demais Ocupações;Demais Ocupações
715205;Calceteiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
715210;Pedreiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
715305;Armador de estrutura de concreto;Demais Ocupações;Demais Ocupações;Demais Ocupações
715310;Moldador de corpos de prova em usinas de concreto;Demais Ocupações;Demais Ocupações;Demais Ocupações
715315;Armador de estrutura de concreto armado;Demais Ocupações;Demais Ocupações;Demais Ocupações
715415;Operador de central de concreto;Demais Ocupações;Demais Ocupações;Demais Ocupações
715410;Operador de bomba de concreto;Demais Ocupações;Demais Ocupações;Demais Ocupações
715405;Operador de betoneira;Demais Ocupações;Demais Ocupações;Demais Ocupações
715505;Carpinteiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
715515;Carpinteiro (cenários);Demais Ocupações;Demais Ocupações;Demais Ocupações
