CBO Ocupação 2002;titulo;POTECoriginal;potec;Potec Grupo
414205;Apontador de mão-de-obra;Demais Ocupações;Demais Ocupações;Demais Ocupações
414210;Apontador de produção;Demais Ocupações;Demais Ocupações;Demais Ocupações
414215;Conferente de carga e descarga;Demais Ocupações;Demais Ocupações;Demais Ocupações
415130;Operador de máquina copiadora (exceto operador de gráfica rápida);Demais Ocupações;Demais Ocupações;Demais Ocupações
415120;Fitotecário;Demais Ocupações;Demais Ocupações;Demais Ocupações
415115;Codificador de dados;Demais Ocupações;Demais Ocupações;Demais Ocupações
415105;Arquivista de documentos;Demais Ocupações;Demais Ocupações;Demais Ocupações
415125;Kardexista;Demais Ocupações;Demais Ocupações;Demais Ocupações
415210;Operador de triagem e transbordo;Demais Ocupações;Demais Ocupações;Demais Ocupações
415215;Entregador de publicações;Demais Ocupações;Demais Ocupações;Demais Ocupações
415205;Carteiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
415305;Registrador de câncer;Demais Ocupações;Demais Ocupações;Demais Ocupações
420110;Supervisor de cobrança;Demais Ocupações;Demais Ocupações;Demais Ocupações
420135;Supervisor de telemarketing e atendimento;Demais Ocupações;Demais Ocupações;Demais Ocupações
420130;Supervisor de telefonistas;Demais Ocupações;Demais Ocupações;Demais Ocupações
420125;Supervisor de recepcionistas;Demais Ocupações;Demais Ocupações;Demais Ocupações
420120;Supervisor de entrevistadores e recenseadores;Demais Ocupações;Demais Ocupações;Demais Ocupações
420115;Supervisor de coletadores de apostas e de jogos;Demais Ocupações;Demais Ocupações;Demais Ocupações
420105;Supervisor de caixas e bilheteiros (exceto caixa de banco);Demais Ocupações;Demais Ocupações;Demais Ocupações
421110;Bilheteiro de transportes coletivos;Demais Ocupações;Demais Ocupações;Demais Ocupações
421105;Atendente comercial (agência postal);Demais Ocupações;Demais Ocupações;Demais Ocupações
421115;Bilheteiro no serviço de diversões;Demais Ocupações;Demais Ocupações;Demais Ocupações
421120;Emissor de passagens;Demais Ocupações;Demais Ocupações;Demais Ocupações
421125;Operador de caixa;Demais Ocupações;Demais Ocupações;Demais Ocupações
421205;Recebedor de apostas (loteria);Demais Ocupações;Demais Ocupações;Demais Ocupações
421210;Recebedor de apostas (turfe);Demais Ocupações;Demais Ocupações;Demais Ocupações
421315;Localizador (cobrador);Demais Ocupações;Demais Ocupações;Demais Ocupações
421310;Cobrador interno;Demais Ocupações;Demais Ocupações;Demais Ocupações
421305;Cobrador externo;Demais Ocupações;Demais Ocupações;Demais Ocupações
422110;Recepcionista de consultório médico ou dentário;Demais Ocupações;Demais Ocupações;Demais Ocupações
422105;Recepcionista, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
422130;Concierge;Demais Ocupações;Demais Ocupações;Demais Ocupações
422115;Recepcionista de seguro saúde;Demais Ocupações;Demais Ocupações;Demais Ocupações
422120;Recepcionista de hotel;Demais Ocupações;Demais Ocupações;Demais Ocupações
422125;Recepcionista de banco;Demais Ocupações;Demais Ocupações;Demais Ocupações
422210;Teleoperador;Demais Ocupações;Demais Ocupações;Demais Ocupações
422215;Monitor de teleatendimento;Demais Ocupações;Demais Ocupações;Demais Ocupações
422220;Operador de rádio-chamada;Demais Ocupações;Demais Ocupações;Demais Ocupações
422205;Telefonista;Demais Ocupações;Demais Ocupações;Demais Ocupações
422320;Operador de telemarketing técnico;Demais Ocupações;Demais Ocupações;Demais Ocupações
422315;Operador de telemarketing receptivo;Demais Ocupações;Demais Ocupações;Demais Ocupações
422310;Operador de telemarketing ativo e receptivo;Demais Ocupações;Demais Ocupações;Demais Ocupações
422305;Operador de telemarketing ativo;Demais Ocupações;Demais Ocupações;Demais Ocupações
423110;Despachante de trânsito;Demais Ocupações;Demais Ocupações;Demais Ocupações
423105;Despachante documentalista;Demais Ocupações;Demais Ocupações;Demais Ocupações
424125;Escriturário  em  estatística;Demais Ocupações;Demais Ocupações;Demais Ocupações
424105;Entrevistador censitário e de pesquisas amostrais;Demais Ocupações;Demais Ocupações;Demais Ocupações
424110;Entrevistador de pesquisa de opinião e mídia;Demais Ocupações;Demais Ocupações;Demais Ocupações
424130;Entrevistador social;Demais Ocupações;Demais Ocupações;Demais Ocupações
424120;Entrevistador de preços;Demais Ocupações;Demais Ocupações;Demais Ocupações
424115;Entrevistador de pesquisas de mercado;Demais Ocupações;Demais Ocupações;Demais Ocupações
424210;Aplicador de provas (concurso, avaliação,exame);Demais Ocupações;Demais Ocupações;Demais Ocupações
424205;Coordenador de provas (concurso, avaliação, exame);Demais Ocupações;Demais Ocupações;Demais Ocupações
510130;Chefe de bar;Demais Ocupações;Demais Ocupações;Demais Ocupações
510105;Supervisor de transportes;Demais Ocupações;Demais Ocupações;Demais Ocupações
510135;Maître;Demais Ocupações;Demais Ocupações;Demais Ocupações
510110;Administrador de edifícios;Demais Ocupações;Demais Ocupações;Demais Ocupações
510120;Chefe de portaria de hotel;Demais Ocupações;Demais Ocupações;Demais Ocupações
510115;Supervisor de andar;Demais Ocupações;Demais Ocupações;Demais Ocupações
510205;Supervisor de lavanderia;Demais Ocupações;Demais Ocupações;Demais Ocupações
510310;Supervisor de vigilantes;Demais Ocupações;Demais Ocupações;Demais Ocupações
510305;Supervisor de bombeiros;Demais Ocupações;Demais Ocupações;Demais Ocupações
511115;Taifeiro (exceto militares);Demais Ocupações;Demais Ocupações;Demais Ocupações
511110;Comissário de trem;Demais Ocupações;Demais Ocupações;Demais Ocupações
511105;Comissário de vôo;Demais Ocupações;Demais Ocupações;Demais Ocupações
511205;Fiscal de transportes coletivos (exceto trem);Demais Ocupações;Demais Ocupações;Demais Ocupações
511210;Despachante de transportes coletivos (exceto trem);Demais Ocupações;Demais Ocupações;Demais Ocupações
511220;Bilheteiro (estações de metrô, ferroviárias e assemelhadas);Demais Ocupações;Demais Ocupações;Demais Ocupações
511215;Cobrador de transportes coletivos (exceto trem);Demais Ocupações;Demais Ocupações;Demais Ocupações
511405;Guia de turismo;Demais Ocupações;Demais Ocupações;Demais Ocupações
511510;Condutor de turismo de pesca;Demais Ocupações;Demais Ocupações;Demais Ocupações
511505;Condutor de turismo de aventura;Demais Ocupações;Demais Ocupações;Demais Ocupações
512110;Empregado doméstico  arrumador;Demais Ocupações;Demais Ocupações;Demais Ocupações
512120;Empregado doméstico diarista;Demais Ocupações;Demais Ocupações;Demais Ocupações
512115;Empregado doméstico  faxineiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
512105;Empregado  doméstico  nos serviços gerais;Demais Ocupações;Demais Ocupações;Demais Ocupações
513115;Governanta de hotelaria;Demais Ocupações;Demais Ocupações;Demais Ocupações
513110;Mordomo de hotelaria;Demais Ocupações;Demais Ocupações;Demais Ocupações
513105;Mordomo de residência;Demais Ocupações;Demais Ocupações;Demais Ocupações
513225;Cozinheiro de embarcações;Demais Ocupações;Demais Ocupações;Demais Ocupações
513205;Cozinheiro geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
513210;Cozinheiro do serviço doméstico;Demais Ocupações;Demais Ocupações;Demais Ocupações
513215;Cozinheiro industrial;Demais Ocupações;Demais Ocupações;Demais Ocupações
513220;Cozinheiro de hospital;Demais Ocupações;Demais Ocupações;Demais Ocupações
513320;Camareiro de embarcações;Demais Ocupações;Demais Ocupações;Demais Ocupações
513325;Guarda-roupeira de cinema;Demais Ocupações;Demais Ocupações;Demais Ocupações
513315;Camareiro  de hotel;Demais Ocupações;Demais Ocupações;Demais Ocupações
513310;Camareira de televisão;Demais Ocupações;Demais Ocupações;Demais Ocupações
513305;Camareira de teatro;Demais Ocupações;Demais Ocupações;Demais Ocupações
513420;Barman;Demais Ocupações;Demais Ocupações;Demais Ocupações
513425;Copeiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
513435;Atendente de lanchonete;Demais Ocupações;Demais Ocupações;Demais Ocupações
513430;Copeiro de hospital;Demais Ocupações;Demais Ocupações;Demais Ocupações
513440;Barista;Demais Ocupações;Demais Ocupações;Demais Ocupações
513415;Cumim;Demais Ocupações;Demais Ocupações;Demais Ocupações
513410;Garçom (serviços de vinhos);Demais Ocupações;Demais Ocupações;Demais Ocupações
513405;Garçom;Demais Ocupações;Demais Ocupações;Demais Ocupações
513505;Auxiliar nos serviços de alimentação;Demais Ocupações;Demais Ocupações;Demais Ocupações
513605;Churrasqueiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
513610;Pizzaiolo;Demais Ocupações;Demais Ocupações;Demais Ocupações
513615;Sushiman;Demais Ocupações;Demais Ocupações;Demais Ocupações
514110;Garagista;Demais Ocupações;Demais Ocupações;Demais Ocupações
514105;Ascensorista;Demais Ocupações;Demais Ocupações;Demais Ocupações
514115;Sacristão;Demais Ocupações;Demais Ocupações;Demais Ocupações
514120;Zelador de edifício;Demais Ocupações;Demais Ocupações;Demais Ocupações
514215;Varredor de rua;Demais Ocupações;Demais Ocupações;Demais Ocupações
514205;Coletor de lixo domiciliar;Demais Ocupações;Demais Ocupações;Demais Ocupações
514225;Trabalhador de serviços de limpeza e conservação de áreas públicas;Demais Ocupações;Demais Ocupações;Demais Ocupações
514230;Coletor de resíduos sólidos de serviços de saúde;Demais Ocupações;Demais Ocupações;Demais Ocupações
514305;Limpador de vidros;Demais Ocupações;Demais Ocupações;Demais Ocupações
514310;Auxiliar de manutenção predial;Demais Ocupações;Demais Ocupações;Demais Ocupações
514315;Limpador de fachadas;Demais Ocupações;Demais Ocupações;Demais Ocupações
514320;Faxineiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
514325;Trabalhador da manutenção de edificações;Demais Ocupações;Demais Ocupações;Demais Ocupações
514330;Limpador de piscinas;Demais Ocupações;Demais Ocupações;Demais Ocupações
515140;Agente de combate às endemias;Demais Ocupações;Demais Ocupações;Demais Ocupações
515105;Agente comunitário de saúde;Demais Ocupações;Demais Ocupações;Demais Ocupações
515110;Atendente de enfermagem;Demais Ocupações;Demais Ocupações;Demais Ocupações
515115;Parteira leiga;Demais Ocupações;Demais Ocupações;Demais Ocupações
515120;Visitador sanitário;Demais Ocupações;Demais Ocupações;Demais Ocupações
515125;Agente indígena de saúde;Demais Ocupações;Demais Ocupações;Demais Ocupações
515130;Agente indígena de saneamento;Demais Ocupações;Demais Ocupações;Demais Ocupações
515135;Socorrista (exceto médicos e enfermeiros);Demais Ocupações;Demais Ocupações;Demais Ocupações
515220;Auxiliar de laboratório de imunobiológicos;Demais Ocupações;Demais Ocupações;Demais Ocupações
515225;Auxiliar de produção farmacêutica;Demais Ocupações;Demais Ocupações;Demais Ocupações
515215;Auxiliar de laboratório de análises clínicas;Demais Ocupações;Demais Ocupações;Demais Ocupações
515210;Auxiliar de farmácia de manipulação;Demais Ocupações;Demais Ocupações;Demais Ocupações
515205;Auxiliar de banco de sangue;Demais Ocupações;Demais Ocupações;Demais Ocupações
515325;Sócioeducador;Demais Ocupações;Demais Ocupações;Demais Ocupações
515320;Conselheiro tutelar;Demais Ocupações;Demais Ocupações;Demais Ocupações
515315;Monitor de dependente químico;Demais Ocupações;Demais Ocupações;Demais Ocupações
515310;Agente de ação social;Demais Ocupações;Demais Ocupações;Demais Ocupações
515305;Educador social;Demais Ocupações;Demais Ocupações;Demais Ocupações
515330;Monitor de ressocialização prisional;Demais Ocupações;Demais Ocupações;Demais Ocupações
516105;Barbeiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
516110;Cabeleireiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
516140;Pedicure;Demais Ocupações;Demais Ocupações;Demais Ocupações
516130;Maquiador de caracterização;Demais Ocupações;Demais Ocupações;Demais Ocupações
516125;Maquiador;Demais Ocupações;Demais Ocupações;Demais Ocupações
516120;Manicure;Demais Ocupações;Demais Ocupações;Demais Ocupações
516215;Mãe social;Demais Ocupações;Demais Ocupações;Demais Ocupações
516205;Babá;Demais Ocupações;Demais Ocupações;Demais Ocupações
516210;Cuidador de idosos;Demais Ocupações;Demais Ocupações;Demais Ocupações
516220;Cuidador em saúde;Demais Ocupações;Demais Ocupações;Demais Ocupações
516340;Atendente de lavanderia;Demais Ocupações;Demais Ocupações;Demais Ocupações
516330;Tingidor de roupas;Demais Ocupações;Demais Ocupações;Demais Ocupações
516345;Auxiliar de lavanderia;Demais Ocupações;Demais Ocupações;Demais Ocupações
516335;Conferente-expedidor de roupas (lavanderias);Demais Ocupações;Demais Ocupações;Demais Ocupações
516310;Lavador de roupas  a maquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
516315;Lavador de artefatos de tapeçaria;Demais Ocupações;Demais Ocupações;Demais Ocupações
516320;Limpador a seco, à máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
516325;Passador de roupas em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
516305;Lavadeiro, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
516410;Limpador de roupas a seco, à mão;Demais Ocupações;Demais Ocupações;Demais Ocupações
516415;Passador de roupas, à mão;Demais Ocupações;Demais Ocupações;Demais Ocupações
516405;Lavador de roupas;Demais Ocupações;Demais Ocupações;Demais Ocupações
516505;Agente funerário;Demais Ocupações;Demais Ocupações;Demais Ocupações
516610;Sepultador;Demais Ocupações;Demais Ocupações;Demais Ocupações
516605;Operador de forno (serviços funerários);Demais Ocupações;Demais Ocupações;Demais Ocupações
516710;Numerólogo;Demais Ocupações;Demais Ocupações;Demais Ocupações
516705;Astrólogo;Demais Ocupações;Demais Ocupações;Demais Ocupações
516810;Paranormal;Demais Ocupações;Demais Ocupações;Demais Ocupações
516805;Esotérico;Demais Ocupações;Demais Ocupações;Demais Ocupações
517110;Bombeiro civil;Demais Ocupações;Demais Ocupações;Demais Ocupações
517105;Bombeiro de aeródromo;Demais Ocupações;Demais Ocupações;Demais Ocupações
517115;Salva-vidas;Demais Ocupações;Demais Ocupações;Demais Ocupações
517215;Guarda-civil municipal;Demais Ocupações;Demais Ocupações;Demais Ocupações
517225;Policial legislativo;Demais Ocupações;Demais Ocupações;Demais Ocupações
517220;Agente de trânsito;Demais Ocupações;Demais Ocupações;Demais Ocupações
517210;Policial rodoviário federal;Demais Ocupações;Demais Ocupações;Demais Ocupações
517205;Agente de polícia federal;Demais Ocupações;Demais Ocupações;Demais Ocupações
517325;Vigia portuário;Demais Ocupações;Demais Ocupações;Demais Ocupações
517330;Vigilante;Demais Ocupações;Demais Ocupações;Demais Ocupações
517335;Guarda portuário;Demais Ocupações;Demais Ocupações;Demais Ocupações
517305;Agente de proteção de aeroporto;Demais Ocupações;Demais Ocupações;Demais Ocupações
517315;Agente de segurança penitenciária;Demais Ocupações;Demais Ocupações;Demais Ocupações
517320;Vigia florestal;Demais Ocupações;Demais Ocupações;Demais Ocupações
517310;Agente de segurança;Demais Ocupações;Demais Ocupações;Demais Ocupações
517420;Vigia;Demais Ocupações;Demais Ocupações;Demais Ocupações
517415;Porteiro de locais de diversão;Demais Ocupações;Demais Ocupações;Demais Ocupações
517405;Porteiro (hotel);Demais Ocupações;Demais Ocupações;Demais Ocupações
517425;Fiscal de loja;Demais Ocupações;Demais Ocupações;Demais Ocupações
517410;Porteiro de edifícios;Demais Ocupações;Demais Ocupações;Demais Ocupações
519115;Mototaxista;Demais Ocupações;Demais Ocupações;Demais Ocupações
519105;Ciclista mensageiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
519110;Motofretista;Demais Ocupações;Demais Ocupações;Demais Ocupações
519215;Operador de prensa de material reciclável;Demais Ocupações;Demais Ocupações;Demais Ocupações
519205;Catador de material reciclável;Demais Ocupações;Demais Ocupações;Demais Ocupações
519210;Selecionador de material reciclável;Demais Ocupações;Demais Ocupações;Demais Ocupações
519315;Banhista de animais domésticos;Demais Ocupações;Demais Ocupações;Demais Ocupações
519320;Tosador de animais domésticos;Demais Ocupações;Demais Ocupações;Demais Ocupações
519310;Esteticista de animais domésticos;Demais Ocupações;Demais Ocupações;Demais Ocupações
519305;Auxiliar de veterinário;Demais Ocupações;Demais Ocupações;Demais Ocupações
519805;Profissional do sexo;Demais Ocupações;Demais Ocupações;Demais Ocupações
519935;Lavador de veículos;Demais Ocupações;Demais Ocupações;Demais Ocupações
519940;Leiturista;Demais Ocupações;Demais Ocupações;Demais Ocupações
519945;Recepcionista de casas de espetáculos;Demais Ocupações;Demais Ocupações;Demais Ocupações
519905;Cartazeiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
519910;Controlador de pragas;Demais Ocupações;Demais Ocupações;Demais Ocupações
519915;Engraxate;Demais Ocupações;Demais Ocupações;Demais Ocupações
519920;Gandula;Demais Ocupações;Demais Ocupações;Demais Ocupações
519925;Guardador de veículos;Demais Ocupações;Demais Ocupações;Demais Ocupações
519930;Lavador de garrafas, vidros e outros utensílios;Demais Ocupações;Demais Ocupações;Demais Ocupações
520110;Supervisor de vendas comercial;Demais Ocupações;Demais Ocupações;Demais Ocupações
520105;Supervisor de vendas de serviços;Demais Ocupações;Demais Ocupações;Demais Ocupações
521115;Promotor de vendas;Demais Ocupações;Demais Ocupações;Demais Ocupações
521135;Frentista;Demais Ocupações;Demais Ocupações;Demais Ocupações
521130;Atendente de farmácia - balconista;Demais Ocupações;Demais Ocupações;Demais Ocupações
521125;Repositor de mercadorias;Demais Ocupações;Demais Ocupações;Demais Ocupações
521140;Atendente de lojas e mercados;Demais Ocupações;Demais Ocupações;Demais Ocupações
521105;Vendedor em comércio atacadista;Demais Ocupações;Demais Ocupações;Demais Ocupações
521110;Vendedor de comércio varejista;Demais Ocupações;Demais Ocupações;Demais Ocupações
521120;Demonstrador de mercadorias;Demais Ocupações;Demais Ocupações;Demais Ocupações
523115;Chaveiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
523105;Instalador de cortinas e persianas, portas sanfonadas e boxe;Demais Ocupações;Demais Ocupações;Demais Ocupações
523110;Instalador de som e acessórios de veículos;Demais Ocupações;Demais Ocupações;Demais Ocupações
524105;Vendedor em domicílio;Demais Ocupações;Demais Ocupações;Demais Ocupações
524210;Jornaleiro (em banca de jornal);Demais Ocupações;Demais Ocupações;Demais Ocupações
524215;Vendedor  permissionário;Demais Ocupações;Demais Ocupações;Demais Ocupações
524205;Feirante;Demais Ocupações;Demais Ocupações;Demais Ocupações
524315;Baiana de acarajé;Demais Ocupações;Demais Ocupações;Demais Ocupações
524305;Vendedor ambulante;Demais Ocupações;Demais Ocupações;Demais Ocupações
524310;Pipoqueiro ambulante;Demais Ocupações;Demais Ocupações;Demais Ocupações
611005;Produtor agropecuário, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
612005;Produtor agrícola polivalente;Demais Ocupações;Demais Ocupações;Demais Ocupações
612120;Produtor de gramíneas forrageiras;Demais Ocupações;Demais Ocupações;Demais Ocupações
612115;Produtor de cereais de inverno;Demais Ocupações;Demais Ocupações;Demais Ocupações
612105;Produtor de arroz;Demais Ocupações;Demais Ocupações;Demais Ocupações
612110;Produtor de cana-de-açúcar;Demais Ocupações;Demais Ocupações;Demais Ocupações
612125;Produtor de milho e sorgo;Demais Ocupações;Demais Ocupações;Demais Ocupações
612210;Produtor de curauá;Demais Ocupações;Demais Ocupações;Demais Ocupações
612215;Produtor de juta;Demais Ocupações;Demais Ocupações;Demais Ocupações
612220;Produtor de rami;Demais Ocupações;Demais Ocupações;Demais Ocupações
612225;Produtor de sisal;Demais Ocupações;Demais Ocupações;Demais Ocupações
612205;Produtor de algodão;Demais Ocupações;Demais Ocupações;Demais Ocupações
612315;Produtor na olericultura de talos, folhas e flores;Demais Ocupações;Demais Ocupações;Demais Ocupações
612320;Produtor na olericultura de frutos e sementes;Demais Ocupações;Demais Ocupações;Demais Ocupações
612310;Produtor na olericultura de raízes, bulbos e tubérculos;Demais Ocupações;Demais Ocupações;Demais Ocupações
612305;Produtor na olericultura de legumes;Demais Ocupações;Demais Ocupações;Demais Ocupações
612415;Produtor de forrações;Demais Ocupações;Demais Ocupações;Demais Ocupações
612405;Produtor de flores de corte;Demais Ocupações;Demais Ocupações;Demais Ocupações
612410;Produtor de flores em vaso;Demais Ocupações;Demais Ocupações;Demais Ocupações
612420;Produtor de plantas ornamentais;Demais Ocupações;Demais Ocupações;Demais Ocupações
612510;Produtor de espécies frutíferas rasteiras;Demais Ocupações;Demais Ocupações;Demais Ocupações
612505;Produtor de árvores frutíferas;Demais Ocupações;Demais Ocupações;Demais Ocupações
612515;Produtor de espécies frutíferas trepadeiras;Demais Ocupações;Demais Ocupações;Demais Ocupações
612620;Produtor de fumo;Demais Ocupações;Demais Ocupações;Demais Ocupações
612625;Produtor de guaraná;Demais Ocupações;Demais Ocupações;Demais Ocupações
612610;Produtor de cacau;Demais Ocupações;Demais Ocupações;Demais Ocupações
612615;Produtor de erva-mate;Demais Ocupações;Demais Ocupações;Demais Ocupações
612605;Cafeicultor;Demais Ocupações;Demais Ocupações;Demais Ocupações
612730;Produtor da cultura de linho;Demais Ocupações;Demais Ocupações;Demais Ocupações
612725;Produtor da cultura de girassol;Demais Ocupações;Demais Ocupações;Demais Ocupações
612705;Produtor da cultura de amendoim;Demais Ocupações;Demais Ocupações;Demais Ocupações
612710;Produtor da cultura de canola;Demais Ocupações;Demais Ocupações;Demais Ocupações
612715;Produtor da cultura de coco-da-baia;Demais Ocupações;Demais Ocupações;Demais Ocupações
612720;Produtor da cultura de dendê;Demais Ocupações;Demais Ocupações;Demais Ocupações
612735;Produtor da cultura de mamona;Demais Ocupações;Demais Ocupações;Demais Ocupações
612740;Produtor da cultura de soja;Demais Ocupações;Demais Ocupações;Demais Ocupações
612810;Produtor de plantas aromáticas e medicinais;Demais Ocupações;Demais Ocupações;Demais Ocupações
612805;Produtor de especiarias;Demais Ocupações;Demais Ocupações;Demais Ocupações
613010;Criador de animais domésticos;Demais Ocupações;Demais Ocupações;Demais Ocupações
613005;Criador em pecuária polivalente;Demais Ocupações;Demais Ocupações;Demais Ocupações
613105;Criador de asininos e muares;Demais Ocupações;Demais Ocupações;Demais Ocupações
613130;Criador de eqüínos;Demais Ocupações;Demais Ocupações;Demais Ocupações
613125;Criador de bubalinos (leite);Demais Ocupações;Demais Ocupações;Demais Ocupações
613120;Criador de bubalinos (corte);Demais Ocupações;Demais Ocupações;Demais Ocupações
613115;Criador de bovinos (leite);Demais Ocupações;Demais Ocupações;Demais Ocupações
613110;Criador de bovinos (corte);Demais Ocupações;Demais Ocupações;Demais Ocupações
613205;Criador de caprinos;Demais Ocupações;Demais Ocupações;Demais Ocupações
613215;Criador de suínos;Demais Ocupações;Demais Ocupações;Demais Ocupações
613210;Criador de ovinos;Demais Ocupações;Demais Ocupações;Demais Ocupações
613310;Cunicultor;Demais Ocupações;Demais Ocupações;Demais Ocupações
613305;Avicultor;Demais Ocupações;Demais Ocupações;Demais Ocupações
613415;Minhocultor;Demais Ocupações;Demais Ocupações;Demais Ocupações
613410;Criador de animais produtores de veneno;Demais Ocupações;Demais Ocupações;Demais Ocupações
613405;Apicultor;Demais Ocupações;Demais Ocupações;Demais Ocupações
613420;Sericultor;Demais Ocupações;Demais Ocupações;Demais Ocupações
620105;Supervisor de exploração agrícola;Demais Ocupações;Demais Ocupações;Demais Ocupações
620110;Supervisor de exploração agropecuária;Demais Ocupações;Demais Ocupações;Demais Ocupações
620115;Supervisor de exploração pecuária;Demais Ocupações;Demais Ocupações;Demais Ocupações
621005;Trabalhador agropecuário em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
622015;Trabalhador na produção de mudas e sementes;Demais Ocupações;Demais Ocupações;Demais Ocupações
622010;Jardineiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
622005;Caseiro (agricultura);Demais Ocupações;Demais Ocupações;Demais Ocupações
622020;Trabalhador volante da agricultura;Demais Ocupações;Demais Ocupações;Demais Ocupações
622120;Trabalhador da cultura de trigo, aveia, cevada e triticale;Demais Ocupações;Demais Ocupações;Demais Ocupações
622115;Trabalhador da cultura de milho e sorgo;Demais Ocupações;Demais Ocupações;Demais Ocupações
622105;Trabalhador da cultura de arroz;Demais Ocupações;Demais Ocupações;Demais Ocupações
622110;Trabalhador da cultura de cana-de-açúcar;Demais Ocupações;Demais Ocupações;Demais Ocupações
622210;Trabalhador da cultura de sisal;Demais Ocupações;Demais Ocupações;Demais Ocupações
622205;Trabalhador da cultura de algodão;Demais Ocupações;Demais Ocupações;Demais Ocupações
622215;Trabalhador da cultura do rami;Demais Ocupações;Demais Ocupações;Demais Ocupações
622310;Trabalhador na olericultura (legumes);Demais Ocupações;Demais Ocupações;Demais Ocupações
622305;Trabalhador na olericultura (frutos e sementes);Demais Ocupações;Demais Ocupações;Demais Ocupações
622315;Trabalhador na olericultura (raízes, bulbos e tubérculos);Demais Ocupações;Demais Ocupações;Demais Ocupações
622320;Trabalhador na olericultura (talos, folhas e flores);Demais Ocupações;Demais Ocupações;Demais Ocupações
622405;Trabalhador no cultivo de flores e folhagens de corte;Demais Ocupações;Demais Ocupações;Demais Ocupações
622410;Trabalhador no cultivo de flores em vaso;Demais Ocupações;Demais Ocupações;Demais Ocupações
622415;Trabalhador no cultivo de forrações;Demais Ocupações;Demais Ocupações;Demais Ocupações
622420;Trabalhador no cultivo de mudas;Demais Ocupações;Demais Ocupações;Demais Ocupações
622425;Trabalhador no cultivo de plantas ornamentais;Demais Ocupações;Demais Ocupações;Demais Ocupações
622505;Trabalhador no cultivo de árvores frutíferas;Demais Ocupações;Demais Ocupações;Demais Ocupações
622510;Trabalhador no cultivo de espécies frutíferas rasteiras;Demais Ocupações;Demais Ocupações;Demais Ocupações
622515;Trabalhador no cultivo de trepadeiras frutíferas;Demais Ocupações;Demais Ocupações;Demais Ocupações
622615;Trabalhador da cultura de erva-mate;Demais Ocupações;Demais Ocupações;Demais Ocupações
622620;Trabalhador da cultura de fumo;Demais Ocupações;Demais Ocupações;Demais Ocupações
622625;Trabalhador da cultura de guaraná;Demais Ocupações;Demais Ocupações;Demais Ocupações
622610;Trabalhador da cultura de café;Demais Ocupações;Demais Ocupações;Demais Ocupações
622605;Trabalhador da cultura de cacau;Demais Ocupações;Demais Ocupações;Demais Ocupações
622715;Trabalhador na cultura de coco-da-baía;Demais Ocupações;Demais Ocupações;Demais Ocupações
622710;Trabalhador na cultura de canola;Demais Ocupações;Demais Ocupações;Demais Ocupações
622725;Trabalhador na cultura de mamona;Demais Ocupações;Demais Ocupações;Demais Ocupações
622730;Trabalhador na cultura de soja;Demais Ocupações;Demais Ocupações;Demais Ocupações
622735;Trabalhador na cultura do girassol;Demais Ocupações;Demais Ocupações;Demais Ocupações
622740;Trabalhador na cultura do linho;Demais Ocupações;Demais Ocupações;Demais Ocupações
622705;Trabalhador na cultura de amendoim;Demais Ocupações;Demais Ocupações;Demais Ocupações
622720;Trabalhador na cultura de dendê;Demais Ocupações;Demais Ocupações;Demais Ocupações
622810;Trabalhador da cultura de plantas aromáticas e medicinais;Demais Ocupações;Demais Ocupações;Demais Ocupações
622805;Trabalhador da cultura de especiarias;Demais Ocupações;Demais Ocupações;Demais Ocupações
623025;Casqueador de animais;Demais Ocupações;Demais Ocupações;Demais Ocupações
623030;Ferrador de animais;Demais Ocupações;Demais Ocupações;Demais Ocupações
623015;Trabalhador de pecuária polivalente;Demais Ocupações;Demais Ocupações;Demais Ocupações
623010;Inseminador;Demais Ocupações;Demais Ocupações;Demais Ocupações
623020;Tratador de animais;Demais Ocupações;Demais Ocupações;Demais Ocupações
623005;Adestrador de animais;Demais Ocupações;Demais Ocupações;Demais Ocupações
623105;Trabalhador da pecuária (asininos e muares);Demais Ocupações;Demais Ocupações;Demais Ocupações
623110;Trabalhador da pecuária (bovinos corte);Demais Ocupações;Demais Ocupações;Demais Ocupações
623120;Trabalhador da pecuária (bubalinos);Demais Ocupações;Demais Ocupações;Demais Ocupações
