CBO 94 Ocupação;CBO 02;nomenclatura;POTECoriginal;potec;Potec Grupo
74440;811420;Operador de aparelho de  reação   e   conversão de (produtos químicos, exceto petróleo);Demais Ocupações;Demais Ocupações;Demais Ocupações
74450;811430;Operador de evaporador;Demais Ocupações;Demais Ocupações;Demais Ocupações
74460;811405;Destilador de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
74470;811425;Operador de equipamento de destilação de álcool;Demais Ocupações;Demais Ocupações;Demais Ocupações
74480;841705;Alambiqueiro (produção de cachaça);Demais Ocupações;Demais Ocupações;Demais Ocupações
74490;811405;Outros operadores de  aparelhos  de  destilação  e reação;Demais Ocupações;Demais Ocupações;Demais Ocupações
74520;811505;Dessulfurador (refinação de petróleo);Demais Ocupações;Demais Ocupações;Demais Ocupações
74530;811510;Bombeador (refinação de petróleo);Demais Ocupações;Demais Ocupações;Demais Ocupações
74540;811505;Destilador de petróleo;Demais Ocupações;Demais Ocupações;Demais Ocupações
74550;811505;Operador  de  painel de controle (refinação de petróleo);Demais Ocupações;Demais Ocupações;Demais Ocupações
74560;811505;Misturador (refinação de petróleo);Demais Ocupações;Demais Ocupações;Demais Ocupações
74590;811505;Outros operadores de  refinação  de petróleo;Demais Ocupações;Demais Ocupações;Demais Ocupações
74620;811650;Operador de sistema de reversão (coqueria);Demais Ocupações;Demais Ocupações;Demais Ocupações
74630;811625;Operador de exaustor (coqueria);Demais Ocupações;Demais Ocupações;Demais Ocupações
74640;811605;Operador de britador de coque;Demais Ocupações;Demais Ocupações;Demais Ocupações
74650;811645;Operador de refrigeração (coqueria);Demais Ocupações;Demais Ocupações;Demais Ocupações
74660;811615;Operador  de processo de destilação de subprodutos de coque;Demais Ocupações;Demais Ocupações;Demais Ocupações
74670;811620;Operador  de    enfornamento   e   desenformamento (coqueria);Demais Ocupações;Demais Ocupações;Demais Ocupações
74675;811635;Operador de preservação e controle térmico;Demais Ocupações;Demais Ocupações;Demais Ocupações
74680;811610;Operador de carro de apagamento de coque;Demais Ocupações;Demais Ocupações;Demais Ocupações
74685;811630;Operador de painel de controle (coqueria);Demais Ocupações;Demais Ocupações;Demais Ocupações
74690;811115;Outros operadores de coqueria;Demais Ocupações;Demais Ocupações;Demais Ocupações
74720;811810;Dragedor (medicamentos);Demais Ocupações;Demais Ocupações;Demais Ocupações
74790;325110;Outros  trabalhadores da produção e manipulação de medicamentos;Demais Ocupações;Demais Ocupações;Técnicos
74915;811005;Branqueador de produtos químicos;Demais Ocupações;Demais Ocupações;Demais Ocupações
74925;862115;Operador de bateria de gás de hulha;Demais Ocupações;Demais Ocupações;Demais Ocupações
74935;761354;Trabalhador de fabricação de fibras artificiais;Demais Ocupações;Demais Ocupações;Demais Ocupações
74940;811215;Operador  do  tratamento  químico de materiais radioativos;Demais Ocupações;Demais Ocupações;Demais Ocupações
74945;821250;Operador de desgaseificação;Demais Ocupações;Demais Ocupações;Demais Ocupações
74947;862155;Operador de utilidade (produção e distribuição de vapor, gases, óleos, combustível, energia, oxigêni;Demais Ocupações;Demais Ocupações;Demais Ocupações
74950;811130;Trabalhador de fabricação de tintas;Demais Ocupações;Demais Ocupações;Demais Ocupações
74960;811125;Trabalhador de fabricação de resinas e vernizes;Demais Ocupações;Demais Ocupações;Demais Ocupações
74970;782625;Operador de basculador de vagões;Demais Ocupações;Demais Ocupações;Demais Ocupações
74975;812105;Pirotécnico;Demais Ocupações;Demais Ocupações;Demais Ocupações
74980;818105;Operador de laboratório;Demais Ocupações;Demais Ocupações;Demais Ocupações
74985;811120;Operador de Concentra|`o;Demais Ocupações;Demais Ocupações;Demais Ocupações
74990;515120;Outros operadores de instalações de processamentos químicos  e trabalhadores assemelhados não-classi;Demais Ocupações;Demais Ocupações;Demais Ocupações
75115;761105;Classificador de fibras;Demais Ocupações;Demais Ocupações;Demais Ocupações
75120;761110;Lavador de lã;Demais Ocupações;Demais Ocupações;Demais Ocupações
75125;761205;Operador de misturador e fibras;Demais Ocupações;Demais Ocupações;Demais Ocupações
75130;761205;Operador de batedor de fibras;Demais Ocupações;Demais Ocupações;Demais Ocupações
75135;761220;Operador de cardas;Demais Ocupações;Demais Ocupações;Demais Ocupações
75145;761255;Operador de penteadeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
75160;761205;Operador de abridor de fibras;Demais Ocupações;Demais Ocupações;Demais Ocupações
75170;761250;Operador de passador de fitas;Demais Ocupações;Demais Ocupações;Demais Ocupações
75175;761240;Operador de maçaroqueira;Demais Ocupações;Demais Ocupações;Demais Ocupações
75180;761235;Operador de laminadeira e reunideira;Demais Ocupações;Demais Ocupações;Demais Ocupações
75190;760120;Outros trabalhadores de preparação de fibras;Demais Ocupações;Demais Ocupações;Demais Ocupações
75210;761230;Fiandeiro, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
75240;761260;Operador de retorcedeira de fios;Demais Ocupações;Demais Ocupações;Demais Ocupações
75250;761225;Operador de conicaleira;Demais Ocupações;Demais Ocupações;Demais Ocupações
75290;760125;Outros fiandeiros e trabalhadores assemelhados;Demais Ocupações;Demais Ocupações;Demais Ocupações
75315;761351;Operador de espuladeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
75325;761357;Operador de urdideira;Demais Ocupações;Demais Ocupações;Demais Ocupações
75335;761363;Remetedor de fios;Demais Ocupações;Demais Ocupações;Demais Ocupações
75350;761366;Picotador de cartões jacquard;Demais Ocupações;Demais Ocupações;Demais Ocupações
75360;761348;Operador de engomadeira de urdume;Demais Ocupações;Demais Ocupações;Demais Ocupações
75390;516415;Outros trabalhadores de preparação de tecelagem;Demais Ocupações;Demais Ocupações;Demais Ocupações
75430;768105;Tecelão (tear manual);Demais Ocupações;Demais Ocupações;Demais Ocupações
75432;761321;Tecelão (tear mecânico liso);Demais Ocupações;Demais Ocupações;Demais Ocupações
75433;761315;Tecelão (tear mecânico de maquineta);Demais Ocupações;Demais Ocupações;Demais Ocupações
75440;761324;Tecelão (tear mecânico, exceto Jacquard);Demais Ocupações;Demais Ocupações;Demais Ocupações
75442;761309;Tecelão (tear automático);Demais Ocupações;Demais Ocupações;Demais Ocupações
75445;761312;Tecelão (tear jacquard);Demais Ocupações;Demais Ocupações;Demais Ocupações
75447;761318;Tecelão (tear mecânico de xadrez);Demais Ocupações;Demais Ocupações;Demais Ocupações
75450;761306;Tecelão (rendas e bordados);Demais Ocupações;Demais Ocupações;Demais Ocupações
75455;768110;Tecelão de tapetes, à mão;Demais Ocupações;Demais Ocupações;Demais Ocupações
75460;761345;Tecelão de tapetes, à máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
75465;761303;Tecelão (redes);Demais Ocupações;Demais Ocupações;Demais Ocupações
75490;760120;Outros tecelões;Demais Ocupações;Demais Ocupações;Demais Ocupações
75520;761327;Tecelão de malhas, à máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
75525;761330;Tecelão de malhas (máquina circular);Demais Ocupações;Demais Ocupações;Demais Ocupações
75527;761333;Tecelão de malhas (máquina retilínea);Demais Ocupações;Demais Ocupações;Demais Ocupações
75530;761336;Tecelão de meias, à máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
75535;761339;Tecelão de meias (máquina circular);Demais Ocupações;Demais Ocupações;Demais Ocupações
75537;761342;Tecelão de meias (máquina retilínea);Demais Ocupações;Demais Ocupações;Demais Ocupações
75590;760115;Outros tecelões de malhas;Demais Ocupações;Demais Ocupações;Demais Ocupações
75612;761405;Cozinhador (tratamento de tecidos);Demais Ocupações;Demais Ocupações;Demais Ocupações
75615;761405;Alvejador (tecidos);Demais Ocupações;Demais Ocupações;Demais Ocupações
75620;311710;Tingidor de fios;Demais Ocupações;Demais Ocupações;Demais Ocupações
75625;311710;Tingidor de tecidos;Demais Ocupações;Demais Ocupações;Demais Ocupações
75635;761430;Operador de máquina de lavar fios e tecidos;Demais Ocupações;Demais Ocupações;Demais Ocupações
75640;761420;Desengomador de fios de seda;Demais Ocupações;Demais Ocupações;Demais Ocupações
75643;761420;Desengomador de tecidos;Demais Ocupações;Demais Ocupações;Demais Ocupações
75645;761415;Carbonizador de lã;Demais Ocupações;Demais Ocupações;Demais Ocupações
75647;761420;Operador de chamuscadeira de tecidos;Demais Ocupações;Demais Ocupações;Demais Ocupações
75660;761425;Operador de impermeabilizador de tecidos;Demais Ocupações;Demais Ocupações;Demais Ocupações
75670;761415;Operador de calandras (tecidos);Demais Ocupações;Demais Ocupações;Demais Ocupações
75675;761410;Estampador de tecidos;Demais Ocupações;Demais Ocupações;Demais Ocupações
75680;761435;Operador de rameuse;Demais Ocupações;Demais Ocupações;Demais Ocupações
75685;761815;Revisor de tecidos;Demais Ocupações;Demais Ocupações;Demais Ocupações
75690;311625;Outros  trabalhadores  de acabamento, tingimento e estamparia de produtos têxteis;Demais Ocupações;Demais Ocupações;Técnicos
75920;768130;Passamaneiro, à mão;Demais Ocupações;Demais Ocupações;Demais Ocupações
75925;761360;Passamaneiro, à máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
75930;768130;Crocheteiro, à mão;Demais Ocupações;Demais Ocupações;Demais Ocupações
75940;768120;Redeiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
75955;768115;Tricoteiro, à mão;Demais Ocupações;Demais Ocupações;Demais Ocupações
75960;761354;Operador de máquina de cordoalha;Demais Ocupações;Demais Ocupações;Demais Ocupações
75965;761415;Medidor de pano;Demais Ocupações;Demais Ocupações;Demais Ocupações
75970;761415;Operador de enfestadeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
75980;761435;Operador de enroladeira de pano;Demais Ocupações;Demais Ocupações;Demais Ocupações
75990;760125;Outros fiandeiros, tecelões tingidores e trabalhadores  assemelhados  não-classificados  sob outras epígrafes;Demais Ocupações;Demais Ocupações;Demais Ocupações
76120;762105;Classificador de couros e peles;Demais Ocupações;Demais Ocupações;Demais Ocupações
76130;762105;Descarnador de couros e peles, à mão;Demais Ocupações;Demais Ocupações;Demais Ocupações
76135;762110;Descarnador de couros e peles, à máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
76137;762115;Estirador de couros e peles;Demais Ocupações;Demais Ocupações;Demais Ocupações
76140;762125;Rachador de couros e peles;Demais Ocupações;Demais Ocupações;Demais Ocupações
76143;762220;Rebaixador de couros;Demais Ocupações;Demais Ocupações;Demais Ocupações
76145;762205;Curtidor;Demais Ocupações;Demais Ocupações;Demais Ocupações
76147;762315;Lixador de couros e peles;Demais Ocupações;Demais Ocupações;Demais Ocupações
76150;762340;Preparador de couros e peles curtidos;Demais Ocupações;Demais Ocupações;Demais Ocupações
76153;762335;Palecionador;Demais Ocupações;Demais Ocupações;Demais Ocupações
76155;311725;Tingidor de couros e peles;Demais Ocupações;Demais Ocupações;Demais Ocupações
76190;311115;Outros curtidores de couros e peles e trabalhado- res assemelhados;Demais Ocupações;Demais Ocupações;Técnicos
77110;841115;Moleiro, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
77120;841105;Moleiro de cereais (exceto arroz);Demais Ocupações;Demais Ocupações;Demais Ocupações
77130;841115;Moleiro de arroz;Demais Ocupações;Demais Ocupações;Demais Ocupações
77140;841110;Moleiro de especiarias;Demais Ocupações;Demais Ocupações;Demais Ocupações
77190;622315;Outros moleiros;Demais Ocupações;Demais Ocupações;Demais Ocupações
77220;841315;Operador de moenda de cana;Demais Ocupações;Demais Ocupações;Demais Ocupações
77240;841320;Operador de tratamento de calda (refinação de açúcar);Demais Ocupações;Demais Ocupações;Demais Ocupações
77250;841305;Operador de cristalização (refinação de açúcar);Demais Ocupações;Demais Ocupações;Demais Ocupações
77260;841310;Operador  de  equipamentos  de refinação de açúcar (processo contínuo);Demais Ocupações;Demais Ocupações;Demais Ocupações
77290;841305;Outros  trabalhadores da fabricação e refinação de açúcar;Demais Ocupações;Demais Ocupações;Demais Ocupações
77310;848520;Magarefe, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
77315;848505;Abatedor;Demais Ocupações;Demais Ocupações;Demais Ocupações
77325;848515;Desossador;Demais Ocupações;Demais Ocupações;Demais Ocupações
77335;848525;Retalhador de carne;Demais Ocupações;Demais Ocupações;Demais Ocupações
77390;848505;Outros magarefes e trabalhadores assemelhados;Demais Ocupações;Demais Ocupações;Demais Ocupações
77410;841408;Cozinhador, em geral (conservação de alimentos);Demais Ocupações;Demais Ocupações;Demais Ocupações
77415;841428;Cozinhador de pescado;Demais Ocupações;Demais Ocupações;Demais Ocupações
77420;841440;Esterilizador de alimentos;Demais Ocupações;Demais Ocupações;Demais Ocupações
77425;841420;Cozinhador de frutas e legumes;Demais Ocupações;Demais Ocupações;Demais Ocupações
