CBO 94 Ocupação;CBO 02;nomenclatura;POTECoriginal;potec;Potec Grupo
64170;623020;Tratador;Demais Ocupações;Demais Ocupações;Demais Ocupações
64180;623115;Ordenhador;Demais Ocupações;Demais Ocupações;Demais Ocupações
64190;613120;Outros trabalhadores da pecuária de grande porte;Demais Ocupações;Demais Ocupações;Demais Ocupações
64220;623215;Trabalhador da suinocultura;Demais Ocupações;Demais Ocupações;Demais Ocupações
64230;623210;Trabalhador da ovinocultura;Demais Ocupações;Demais Ocupações;Demais Ocupações
64240;623205;Trabalhador da caprinocultura;Demais Ocupações;Demais Ocupações;Demais Ocupações
64290;623210;Outros trabalhadores da pecuária de médio porte;Demais Ocupações;Demais Ocupações;Demais Ocupações
64320;623305;Trabalhador da avicultura;Demais Ocupações;Demais Ocupações;Demais Ocupações
64330;623320;Trabalhador da cunicultura;Demais Ocupações;Demais Ocupações;Demais Ocupações
64390;623115;Outros trabalhadores da pecuária de pequeno porte;Demais Ocupações;Demais Ocupações;Demais Ocupações
64420;623410;Trabalhador da apicultura;Demais Ocupações;Demais Ocupações;Demais Ocupações
64430;623420;Trabalhador da sericultura;Demais Ocupações;Demais Ocupações;Demais Ocupações
64490;623410;Outros trabalhadores da pecuária (insetos úteis);Demais Ocupações;Demais Ocupações;Demais Ocupações
64920;623015;Castrador;Demais Ocupações;Demais Ocupações;Demais Ocupações
64930;623010;Inseminador;Demais Ocupações;Demais Ocupações;Demais Ocupações
64940;623020;Vacinador;Demais Ocupações;Demais Ocupações;Demais Ocupações
64950;623325;Sexador;Demais Ocupações;Demais Ocupações;Demais Ocupações
64960;623005;Instrutor de animais;Demais Ocupações;Demais Ocupações;Demais Ocupações
64990;519305;Outros trabalhadores da pecuária não-classificados sob outras epígrafes;Demais Ocupações;Demais Ocupações;Demais Ocupações
65110;632125;Trabalhador da exploração de madeira, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
65120;632120;Cortador de árvores;Demais Ocupações;Demais Ocupações;Demais Ocupações
65130;632115;Classificador de toras;Demais Ocupações;Demais Ocupações;Demais Ocupações
65140;632110;Cubador de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
65190;632105;Outros  trabalhadores  florestais da exploração de espécies produtoras de madeiras;Demais Ocupações;Demais Ocupações;Demais Ocupações
65220;632205;Seringueiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
65230;632210;Trabalhador  de  exploração de espécies produtoras de gomas não-elásticas;Demais Ocupações;Demais Ocupações;Demais Ocupações
65240;632215;Trabalhador da exploração de resinas;Demais Ocupações;Demais Ocupações;Demais Ocupações
65290;632215;Outros  trabalhadores  florestais da exploração de espécies  produtoras de gomas elásticas, não-elás;Demais Ocupações;Demais Ocupações;Demais Ocupações
65320;632310;Trabalhador da exploração de babaçu;Demais Ocupações;Demais Ocupações;Demais Ocupações
65330;632325;Trabalhador da exploração de carnaúba;Demais Ocupações;Demais Ocupações;Demais Ocupações
65340;632355;Trabalhador da exploração de licuri;Demais Ocupações;Demais Ocupações;Demais Ocupações
65350;632365;Trabalhador da exploração de piaçava;Demais Ocupações;Demais Ocupações;Demais Ocupações
65360;632340;Trabalhador da exploração de malva;Demais Ocupações;Demais Ocupações;Demais Ocupações
65390;632125;Outros trabalhadores florestais da exploração  de espécies produtoras de fibras, ceras e óleos;Demais Ocupações;Demais Ocupações;Demais Ocupações
65420;632410;Trabalhador da exploração de castanha-do-pará;Demais Ocupações;Demais Ocupações;Demais Ocupações
65430;622615;Trabalhador da exploração de erva-mate;Demais Ocupações;Demais Ocupações;Demais Ocupações
65440;622625;Trabalhador da exploração do guaraná;Demais Ocupações;Demais Ocupações;Demais Ocupações
65490;622505;Outros  trabalhadores  florestais da exploração de espécies produtoras de substâncias alimentícias;Demais Ocupações;Demais Ocupações;Demais Ocupações
65520;632520;Trabalhador da exploração da ipecacuanha;Demais Ocupações;Demais Ocupações;Demais Ocupações
65530;632505;Trabalhador da exploração de jaborandi;Demais Ocupações;Demais Ocupações;Demais Ocupações
65540;632515;Trabalhador da exploração de madeiras tanantes;Demais Ocupações;Demais Ocupações;Demais Ocupações
65590;632505;Outros  trabalhadores  florestais da exploração de espécies produtoras de substâncias aromáticas, me;Demais Ocupações;Demais Ocupações;Demais Ocupações
65920;632605;Carvoejador;Demais Ocupações;Demais Ocupações;Demais Ocupações
65930;517320;Guarda florestal;Demais Ocupações;Demais Ocupações;Demais Ocupações
65990;321210;Outros trabalhadores florestais não-classificados sob outras epígrafes;Demais Ocupações;Demais Ocupações;Técnicos
66120;341225;Patrão de pesca regional;Demais Ocupações;Demais Ocupações;Demais Ocupações
66130;341225;Patrão de pesca costeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
66140;341220;Patrão de pesca de alto-mar;Demais Ocupações;Demais Ocupações;Demais Ocupações
66190;215140;Outros patrões de pesca;Demais Ocupações;Demais Ocupações;Demais Ocupações
66220;631205;Pescador industrial;Demais Ocupações;Demais Ocupações;Demais Ocupações
66230;631410;Conservador do pescado (embarcações pesqueiras);Demais Ocupações;Demais Ocupações;Demais Ocupações
66290;341225;Outros pescadores industriais;Demais Ocupações;Demais Ocupações;Demais Ocupações
66320;631105;Pescador artesanal;Demais Ocupações;Demais Ocupações;Demais Ocupações
66330;631010;Mariscador;Demais Ocupações;Demais Ocupações;Demais Ocupações
66390;352205;Outros pescadores artesanais;Demais Ocupações;Demais Ocupações;Demais Ocupações
66420;631325;Trabalhador da criação de peixes;Demais Ocupações;Demais Ocupações;Demais Ocupações
66430;631320;Trabalhador da criação de ostras;Demais Ocupações;Demais Ocupações;Demais Ocupações
66440;631330;Trabalhador da criação de quelônios;Demais Ocupações;Demais Ocupações;Demais Ocupações
66490;321310;Outros trabalhadores da aqüicultura;Demais Ocupações;Demais Ocupações;Técnicos
66920;341230;Motorista de pesca;Demais Ocupações;Demais Ocupações;Demais Ocupações
66930;341230;Timoneiro (embarcações pesqueiras);Demais Ocupações;Demais Ocupações;Demais Ocupações
66990;631020;Outros  pescadores  e  trabalhadores  assemelhados não-classificados sob outras epígrafes;Demais Ocupações;Demais Ocupações;Demais Ocupações
67120;641015;Tratorista agrícola;Demais Ocupações;Demais Ocupações;Demais Ocupações
67130;641010;Operador de máquina de beneficiamento de produtos agrícolas;Demais Ocupações;Demais Ocupações;Demais Ocupações
67140;641005;Operador de colhedeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
67190;620105;Outros  operadores de máquinas e implementos agrícolas;Demais Ocupações;Demais Ocupações;Demais Ocupações
67220;623115;Operador de ordenhadeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
67230;623315;Operador de incubadora;Demais Ocupações;Demais Ocupações;Demais Ocupações
67290;623115;Outros operadores de máquinas e implementos de pecuária;Demais Ocupações;Demais Ocupações;Demais Ocupações
67320;642015;Tratorista florestal;Demais Ocupações;Demais Ocupações;Demais Ocupações
67330;632120;Operador de serras (exploração florestal);Demais Ocupações;Demais Ocupações;Demais Ocupações
67390;642015;Outros operadores de máquinas e implementos de ex ploração florestal;Demais Ocupações;Demais Ocupações;Demais Ocupações
70115;720125;Mestre (metalurgia e siderurgia);Demais Ocupações;Demais Ocupações;Demais Ocupações
70120;810110;Mestre (indústria química e farmacêutica);Demais Ocupações;Demais Ocupações;Demais Ocupações
70125;810105;Mestre (indústria petroquímica e carboquímica);Demais Ocupações;Demais Ocupações;Demais Ocupações
70130;810205;Mestre (indústria de borracha e plástico);Demais Ocupações;Demais Ocupações;Demais Ocupações
70135;750205;Mestre (indústria de minerais não-metálicos, exceto os derivados de petróleo e carvão);Demais Ocupações;Demais Ocupações;Demais Ocupações
70140;720215;Mestre  (indústria de máquinas e outros equipamentos mecânicos);Demais Ocupações;Demais Ocupações;Demais Ocupações
70145;720210;Mestre  (indústria  de  automotores  e material de transporte);Demais Ocupações;Demais Ocupações;Demais Ocupações
70150;730105;Mestre (indústria de  material) elétrico e eletrônico);Demais Ocupações;Demais Ocupações;Demais Ocupações
70155;830105;Mestre (indústria de celulose, papel e papelão);Demais Ocupações;Demais Ocupações;Demais Ocupações
70160;840105;Mestre  (indústria de produtos alimentícios, bebidas e fumo);Demais Ocupações;Demais Ocupações;Demais Ocupações
70165;760125;Mestre (industria têxtil e de confecções);Demais Ocupações;Demais Ocupações;Demais Ocupações
70170;760405;Mestre  (indústria  de  calçados  e  artefatos  de couro);Demais Ocupações;Demais Ocupações;Demais Ocupações
70175;770105;Mestre (indústria de madeira e mobiliário);Demais Ocupações;Demais Ocupações;Demais Ocupações
70177;760605;Mestre (indústria editorial e gráfica);Demais Ocupações;Demais Ocupações;Demais Ocupações
70180;720205;Mestre (construção naval);Demais Ocupações;Demais Ocupações;Demais Ocupações
70183;710205;Mestre (contrução civil);Demais Ocupações;Demais Ocupações;Demais Ocupações
70184;710220;Supervisor de usina de concreto;Demais Ocupações;Demais Ocupações;Demais Ocupações
70185;710210;Mestre de linhas (ferrovias);Demais Ocupações;Demais Ocupações;Demais Ocupações
70186;710225;Fiscal de pátio de usina de concreto;Demais Ocupações;Demais Ocupações;Demais Ocupações
70187;710215;Inspetor de terraplenagem;Demais Ocupações;Demais Ocupações;Demais Ocupações
70190;262410;Outros mestres, contramestres, supervisores de empresas manufatureiras e trabalhadores assemelhados;Demais Ocupações;Demais Ocupações;Demais Ocupações
70220;710120;Mestre (minas e pedreiras);Demais Ocupações;Demais Ocupações;Demais Ocupações
70230;710120;Mestre (poços de petróleo e gás);Demais Ocupações;Demais Ocupações;Demais Ocupações
70290;710120;Outros mestres (empresas de extração mineral);Demais Ocupações;Demais Ocupações;Demais Ocupações
70320;860115;Mestre (produção de energia elétrica, gás e captação de água);Demais Ocupações;Demais Ocupações;Demais Ocupações
70330;860110;Mestre  (distribuição  de  energia elétrica, gás e água);Demais Ocupações;Demais Ocupações;Demais Ocupações
70340;860105;Mestre (serviço de esgotos sanitários);Demais Ocupações;Demais Ocupações;Demais Ocupações
70390;730105;Outros mestres (empresas de energia elétrica, gás, água e esgoto);Demais Ocupações;Demais Ocupações;Demais Ocupações
70420;760110;Contramestre de fiação (indústria têxtil);Demais Ocupações;Demais Ocupações;Demais Ocupações
70430;760120;Contramestre de tecelagem (indústria têxtil);Demais Ocupações;Demais Ocupações;Demais Ocupações
70440;760115;Contramestre de malharia (indústria têxtil);Demais Ocupações;Demais Ocupações;Demais Ocupações
70450;760105;Contramestre de acabamento (indústria têxtil);Demais Ocupações;Demais Ocupações;Demais Ocupações
70490;122205;Outros contramestres da indústria têxtil;Demais Ocupações;Demais Ocupações;Demais Ocupações
70520;910105;Encarregado  de  manutenção  mecânica  de sistemas operacionais;Demais Ocupações;Demais Ocupações;Demais Ocupações
70530;950105;Encarregado  de  manutenção  elétrica  de sistemas operacionais;Demais Ocupações;Demais Ocupações;Demais Ocupações
70540;313415;Encarregado  de manutenção de instrumentos de controle, medição e similares;Demais Ocupações;Demais Ocupações;Técnicos
70550;811010;Operador de sala de controle;Demais Ocupações;Demais Ocupações;Demais Ocupações
70590;919105;Outros mestres, contramestres, supervisores e operadores de manutenção de sistemas operacionais e tr;Demais Ocupações;Demais Ocupações;Demais Ocupações
71105;711130;Mineiro, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
71110;711110;Canteiro, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
71150;711120;Detonador;Demais Ocupações;Demais Ocupações;Demais Ocupações
71160;711125;Escorador de minas;Demais Ocupações;Demais Ocupações;Demais Ocupações
71170;711105;Amostrador de minérios;Demais Ocupações;Demais Ocupações;Demais Ocupações
71190;711105;Outros mineiros e canteiros;Demais Ocupações;Demais Ocupações;Demais Ocupações
71220;711215;Operador de máquina cortadora (minas e pedreiras);Demais Ocupações;Demais Ocupações;Demais Ocupações
71230;711225;Operador  de  máquina perfuradora (minas e pedreiras);Demais Ocupações;Demais Ocupações;Demais Ocupações
71240;711220;Operador de máquina de extração contínua (minas de carvão);Demais Ocupações;Demais Ocupações;Demais Ocupações
71250;711230;Operador de Bob-Cat;Demais Ocupações;Demais Ocupações;Demais Ocupações
71260;711240;Operador de Schuthecar;Demais Ocupações;Demais Ocupações;Demais Ocupações
71290;632605;Outros operadores de máquinas de extração de minérios (minas e pedreiras);Demais Ocupações;Demais Ocupações;Demais Ocupações
71320;711115;Destroçador de pedras;Demais Ocupações;Demais Ocupações;Demais Ocupações
71330;712105;Moleiro de minérios;Demais Ocupações;Demais Ocupações;Demais Ocupações
71335;711215;Triturador de pedras;Demais Ocupações;Demais Ocupações;Demais Ocupações
71340;712120;Operador de britador de mandíbulas;Demais Ocupações;Demais Ocupações;Demais Ocupações
71350;712135;Operador de peneiras hidráulicas;Demais Ocupações;Demais Ocupações;Demais Ocupações
71360;712110;Operador de aparelho de flutuação;Demais Ocupações;Demais Ocupações;Demais Ocupações
71370;712115;Operador  de  aparelho  de  precipitação (minas de ouro ou prata);Demais Ocupações;Demais Ocupações;Demais Ocupações
71380;712130;Operador de cone de separação (minas);Demais Ocupações;Demais Ocupações;Demais Ocupações
71390;710105;Outros trabalhadores de beneficiamento de minérios e pedras;Demais Ocupações;Demais Ocupações;Demais Ocupações
71420;711315;Sondador (poços de petróleo e gás);Demais Ocupações;Demais Ocupações;Demais Ocupações
71430;711325;Plataformista (petróleo);Demais Ocupações;Demais Ocupações;Demais Ocupações
71440;711330;Torrista (petróleo);Demais Ocupações;Demais Ocupações;Demais Ocupações
71450;316340;Cimentador (poços de petróleo e gás);Demais Ocupações;Demais Ocupações;Técnicos
71460;316335;Desencrustador (poços de petróleo e gás);Demais Ocupações;Demais Ocupações;Técnicos
71490;711315;Outros  sondadores  de  poços  de petróleo e gás;Demais Ocupações;Demais Ocupações;Demais Ocupações
71520;711320;Sondador de poços (exceto de petróleo e gás);Demais Ocupações;Demais Ocupações;Demais Ocupações
71525;711310;Operador de sonda rotativa;Demais Ocupações;Demais Ocupações;Demais Ocupações
71527;711305;Operador de sonda de percussão;Demais Ocupações;Demais Ocupações;Demais Ocupações
71590;711320;Outros  sondadores  de poços (exceto de petróleo e gás);Demais Ocupações;Demais Ocupações;Demais Ocupações
71620;711410;Salineiro (sal marinho);Demais Ocupações;Demais Ocupações;Demais Ocupações
71690;710110;Outros salineiros (sal marinho);Demais Ocupações;Demais Ocupações;Demais Ocupações
71920;711405;Garimpeiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
71930;711320;Sondador (xisto);Demais Ocupações;Demais Ocupações;Demais Ocupações
71990;711115;Outros  trabalhadores de minas e pedreiras, sondadores e trabalhadores assemelhados não-classificado;Demais Ocupações;Demais Ocupações;Demais Ocupações
72015;821240;Operador de recebimento de gusa;Demais Ocupações;Demais Ocupações;Demais Ocupações
72020;821235;Operador de misturador de gusa;Demais Ocupações;Demais Ocupações;Demais Ocupações
72023;821235;Operador de dessulfurador de gusa;Demais Ocupações;Demais Ocupações;Demais Ocupações
72025;821230;Operador de basculamento de convertedor;Demais Ocupações;Demais Ocupações;Demais Ocupações
72030;821230;Operador de forno-panela;Demais Ocupações;Demais Ocupações;Demais Ocupações
72035;821255;Soprador de convertedor;Demais Ocupações;Demais Ocupações;Demais Ocupações
72090;820110;Outros trabalhadores de aciaria;Demais Ocupações;Demais Ocupações;Demais Ocupações
72113;821245;Operador de área de corrida;Demais Ocupações;Demais Ocupações;Demais Ocupações
72120;821205;Forneiro e operadores (alto-forno);Demais Ocupações;Demais Ocupações;Demais Ocupações
72130;821205;Forneiro e operador (conversor siemens-martin);Demais Ocupações;Demais Ocupações;Demais Ocupações
72140;821210;Forneiro e operador (conversor a oxigênio);Demais Ocupações;Demais Ocupações;Demais Ocupações
72150;821205;Forneiro e operador (conversor bessemer);Demais Ocupações;Demais Ocupações;Demais Ocupações
72160;821215;Forneiro e operador (forno elétrico);Demais Ocupações;Demais Ocupações;Demais Ocupações
72170;821220;Forneiro e  operador  (refino  de metais  não-ferrosos);Demais Ocupações;Demais Ocupações;Demais Ocupações
72180;821225;Forneiro e operador de forno de redução direta;Demais Ocupações;Demais Ocupações;Demais Ocupações
72190;720125;Outros  forneiros e operadores metalúrgicos  (primeira fusão);Demais Ocupações;Demais Ocupações;Demais Ocupações
72210;821305;Operador de laminador, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
72215;821305;Operador de laminador desbastador;Demais Ocupações;Demais Ocupações;Demais Ocupações
72220;821315;Operador de laminador de barras a quente;Demais Ocupações;Demais Ocupações;Demais Ocupações
72240;821310;Operador de laminador de barras a frio;Demais Ocupações;Demais Ocupações;Demais Ocupações
72250;821320;Operador de laminador de metais não-ferrosos;Demais Ocupações;Demais Ocupações;Demais Ocupações
72260;821325;Operador de laminador de tubos;Demais Ocupações;Demais Ocupações;Demais Ocupações
72280;821330;Operador de montagem de cilindros e mancais;Demais Ocupações;Demais Ocupações;Demais Ocupações
72285;821335;Recuperador de guias e cilindros;Demais Ocupações;Demais Ocupações;Demais Ocupações
72290;391205;Outros operadores de laminação;Demais Ocupações;Demais Ocupações;Demais Ocupações
72315;822125;Forneiro de revérbero;Demais Ocupações;Demais Ocupações;Demais Ocupações
72317;822115;Forneiro de fundição (forno de redução);Demais Ocupações;Demais Ocupações;Demais Ocupações
72325;822110;Forneiro de forno-poço;Demais Ocupações;Demais Ocupações;Demais Ocupações
72330;822105;Forneiro de cubilô;Demais Ocupações;Demais Ocupações;Demais Ocupações
72335;822105;Forneiro de cadinho;Demais Ocupações;Demais Ocupações;Demais Ocupações
72340;822120;Forneiro de reaquecimento e tratamento térmico;Demais Ocupações;Demais Ocupações;Demais Ocupações
72345;822115;Forneiro de forjaria;Demais Ocupações;Demais Ocupações;Demais Ocupações
72390;722105;Outros forneiros metalúrgicos (segunda fusão e rea quecimento);Demais Ocupações;Demais Ocupações;Demais Ocupações
72420;722205;Fundidor de metais;Demais Ocupações;Demais Ocupações;Demais Ocupações
72430;722220;Operador de máquina centrifugadora de fundição;Demais Ocupações;Demais Ocupações;Demais Ocupações
72440;722225;Operador de máquina de fundir sob pressão;Demais Ocupações;Demais Ocupações;Demais Ocupações
72460;722210;Lingotador;Demais Ocupações;Demais Ocupações;Demais Ocupações
72470;722215;Operador de acabamento de peças fundidas;Demais Ocupações;Demais Ocupações;Demais Ocupações
72475;722235;Preparador de panelas (lingotamento);Demais Ocupações;Demais Ocupações;Demais Ocupações
72480;722230;Operador de vazamento (lingotamento);Demais Ocupações;Demais Ocupações;Demais Ocupações
72490;391205;Outros fundidores de metais;Demais Ocupações;Demais Ocupações;Demais Ocupações
72515;722325;Operador de equipamento de preparação de areia;Demais Ocupações;Demais Ocupações;Demais Ocupações
72520;722315;Moldador, à mão;Demais Ocupações;Demais Ocupações;Demais Ocupações
72540;722320;Moldador, à máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
72550;722305;Macheiro, à mão;Demais Ocupações;Demais Ocupações;Demais Ocupações
72560;722310;Macheiro, à máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
72590;722305;Outros moldadores e macheiros;Demais Ocupações;Demais Ocupações;Demais Ocupações
72620;723120;Operador de forno de tratamento térmico;Demais Ocupações;Demais Ocupações;Demais Ocupações
72630;723125;Temperador de metais;Demais Ocupações;Demais Ocupações;Demais Ocupações
72640;723105;Cementador de metais;Demais Ocupações;Demais Ocupações;Demais Ocupações
72650;723110;Normalizador de metais;Demais Ocupações;Demais Ocupações;Demais Ocupações
72660;723115;Operador de equipamento para resfriamento;Demais Ocupações;Demais Ocupações;Demais Ocupações
72670;723125;Recuperador de chapas;Demais Ocupações;Demais Ocupações;Demais Ocupações
72690;720160;Outros  trabalhadores de tratamento térmico e termoquímico de metais;Demais Ocupações;Demais Ocupações;Demais Ocupações
72720;722415;Trefilador de metais, à mão;Demais Ocupações;Demais Ocupações;Demais Ocupações
72730;722415;Trefilador de metais, à máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
72740;722410;Estirador de tubos de metal sem costura;Demais Ocupações;Demais Ocupações;Demais Ocupações
72750;722415;Extrusor de metais;Demais Ocupações;Demais Ocupações;Demais Ocupações
72790;720145;Outros trefiladores e estiradores de metais;Demais Ocupações;Demais Ocupações;Demais Ocupações
72820;723215;Galvanizador;Demais Ocupações;Demais Ocupações;Demais Ocupações
72830;723225;Metalizador (banho quente);Demais Ocupações;Demais Ocupações;Demais Ocupações
72835;723235;Operador de zincagem (processo eletrolítico);Demais Ocupações;Demais Ocupações;Demais Ocupações
72840;723230;Operador de máquina recobridora de arame;Demais Ocupações;Demais Ocupações;Demais Ocupações
72845;723205;Decapador;Demais Ocupações;Demais Ocupações;Demais Ocupações
72850;723220;Metalizador à pistola;Demais Ocupações;Demais Ocupações;Demais Ocupações
72855;723210;Fosfatizador;Demais Ocupações;Demais Ocupações;Demais Ocupações
72860;723240;Oxidador;Demais Ocupações;Demais Ocupações;Demais Ocupações
72890;720130;Outros galvanizadores e recobridores de metais;Demais Ocupações;Demais Ocupações;Demais Ocupações
72915;821405;Encarregado de acabamento (têmpera);Demais Ocupações;Demais Ocupações;Demais Ocupações
72930;821450;Rebarbador de metais;Demais Ocupações;Demais Ocupações;Demais Ocupações
72935;821435;Operador de jato abrasivo;Demais Ocupações;Demais Ocupações;Demais Ocupações
72950;821425;Operador de cabine de laminação (fio-máquina);Demais Ocupações;Demais Ocupações;Demais Ocupações
72960;821420;Operador de bobinadeira de tiras, a quente;Demais Ocupações;Demais Ocupações;Demais Ocupações
72965;823305;Classificador e empilhador de tijolos refratários;Demais Ocupações;Demais Ocupações;Demais Ocupações
72967;823130;Preparador de Aditivos;Demais Ocupações;Demais Ocupações;Demais Ocupações
72968;821110;Operador de Linha de Chapeamento;Demais Ocupações;Demais Ocupações;Demais Ocupações
72970;821410;Escarfador;Demais Ocupações;Demais Ocupações;Demais Ocupações
72977;821445;Preparador de sucata e aparas;Demais Ocupações;Demais Ocupações;Demais Ocupações
72980;821110;Operador de máquina de sinterizar;Demais Ocupações;Demais Ocupações;Demais Ocupações
72983;821110;Operador de equipamento de dosagem e preparação;Demais Ocupações;Demais Ocupações;Demais Ocupações
72985;821430;Operador de escória e sucata;Demais Ocupações;Demais Ocupações;Demais Ocupações
72987;821415;Marcador de produtos (siderúrgico e metalúrgico);Demais Ocupações;Demais Ocupações;Demais Ocupações
72990;519205;Outros  trabalhadores  metalúrgicos e siderúrgicos não-classificados sob outras epígrafes;Demais Ocupações;Demais Ocupações;Demais Ocupações
73120;772115;Secador de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
73130;772110;Impregnador de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
73190;772110;Outros trabalhadores de tratamento da madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
73210;773120;Serrador de madeira, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
73215;773110;Operador de serras;Demais Ocupações;Demais Ocupações;Demais Ocupações
73220;773115;Serrador de bordas;Demais Ocupações;Demais Ocupações;Demais Ocupações
73225;773125;Serrador de madeira (serra circular múltipla);Demais Ocupações;Demais Ocupações;Demais Ocupações
73230;773130;Serrador de madeira (serra de fita múltipla);Demais Ocupações;Demais Ocupações;Demais Ocupações
73240;773105;Cortador de laminados de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
73290;391205;Outros operadores de máquinas de desdobrar madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
73320;831115;Triturador de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
73330;831115;Operador de picador de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
73340;831115;Operador de digestor de pasta para papel;Demais Ocupações;Demais Ocupações;Demais Ocupações
73350;831110;Operador de branqueador de pasta para papel;Demais Ocupações;Demais Ocupações;Demais Ocupações
73355;831120;Operador  de lavagem e depuração de pasta para papel;Demais Ocupações;Demais Ocupações;Demais Ocupações
73360;831105;Cilindreiro (pasta para papel);Demais Ocupações;Demais Ocupações;Demais Ocupações
73370;831125;Operador de máquina de secar celulose;Demais Ocupações;Demais Ocupações;Demais Ocupações
73390;831105;Outros preparadores de pasta para papel;Demais Ocupações;Demais Ocupações;Demais Ocupações
73410;832125;Operador de máquina de fabricar papel e papelão;Demais Ocupações;Demais Ocupações;Demais Ocupações
73420;832115;Operador de máquina de fabricar papel (fase úmida);Demais Ocupações;Demais Ocupações;Demais Ocupações
73430;832120;Operador de máquina de fabricar papel (fase seca);Demais Ocupações;Demais Ocupações;Demais Ocupações
73435;832120;Operador de máquina de fabricar papelão;Demais Ocupações;Demais Ocupações;Demais Ocupações
73440;832105;Calandrista de papel;Demais Ocupações;Demais Ocupações;Demais Ocupações
73470;832110;Operador de cortadeira de papel;Demais Ocupações;Demais Ocupações;Demais Ocupações
73490;830105;Outros  operadores  de  máquinas de fabricação  de papel e papelão;Demais Ocupações;Demais Ocupações;Demais Ocupações
73520;773205;Operador de máquina   intercaladora   de    placas (compensados);Demais Ocupações;Demais Ocupações;Demais Ocupações
73530;773215;Prensista de compensados;Demais Ocupações;Demais Ocupações;Demais Ocupações
73540;773220;Preparador de aglomerantes;Demais Ocupações;Demais Ocupações;Demais Ocupações
73550;773210;Prensista de aglomerados;Demais Ocupações;Demais Ocupações;Demais Ocupações
73590;773210;Outros preparadores de compensados e aglomerados;Demais Ocupações;Demais Ocupações;Demais Ocupações
73920;772105;Classificador de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
73930;832135;Operador de rebobinadeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
73940;391225;Escolhedor de papel;Demais Ocupações;Demais Ocupações;Demais Ocupações
73990;311705;Outros trabalhadores de tratamento de madeira e de fabricação de papel  e  papelão  não-classificado;Demais Ocupações;Demais Ocupações;Demais Ocupações
74120;811115;Operadores  de  britadeira (tratamentos químicos e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
74130;811105;Moleiro (tratamentos químicos e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
74140;811110;Operador  de máquina   misturadeira   (tratamentos químicos e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
74190;810110;Outros operadores de britadeiras,  trituradoras e misturadeiras (tratamentos químicos e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
74220;811205;Cozinhador (tratamentos químicos e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
74230;811205;Operador de  forno   de   calcinação   (tratamento químicos e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
74240;811205;Operador de secador (tratamento químicos e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
74250;811205;Operador  de  autoclave  (tratamentos  químicos  e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
74290;810110;Outros  operadores  de  instalações  térmicas para processamentos químicos;Demais Ocupações;Demais Ocupações;Demais Ocupações
74320;811330;Operador de filtro-prensa (tratamentos químicos e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
74330;811320;Operador de filtro de tambor rotativo (tratamentos químicos e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
74335;811315;Operador de filtro de secagem (Minera|`o);Demais Ocupações;Demais Ocupações;Demais Ocupações
74340;811305;Operador de centrifugadora (tratamentos químicos e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
74350;811310;Operador de tratamento do petróleo cru (campos de extração);Demais Ocupações;Demais Ocupações;Demais Ocupações
74360;811335;Operador de  filtros  de   parafina   (tratamentos químicos e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
74390;811305;Outros operadores de  aparelhos   de   filtragem e separação (tratamentos químicos e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
74420;811410;Destilador de produtos químicos (exceto petróleo);Demais Ocupações;Demais Ocupações;Demais Ocupações
74430;811415;Operador de alambique de  funcionamento   contínuo (produtos químicos, exceto petróleo);Demais Ocupações;Demais Ocupações;Demais Ocupações
