CBO Ocupação 2002;potec
776410;Demais Ocupações
776415;Demais Ocupações
776420;Demais Ocupações
776425;Demais Ocupações
776430;Demais Ocupações
777105;Demais Ocupações
777110;Demais Ocupações
777115;Demais Ocupações
777205;Demais Ocupações
777210;Demais Ocupações
780105;Demais Ocupações
781105;Demais Ocupações
781110;Demais Ocupações
781305;Demais Ocupações
781705;Demais Ocupações
782105;Demais Ocupações
782110;Demais Ocupações
782115;Demais Ocupações
782120;Demais Ocupações
782125;Demais Ocupações
782130;Demais Ocupações
782135;Demais Ocupações
782140;Demais Ocupações
782145;Demais Ocupações
782205;Demais Ocupações
782210;Demais Ocupações
782220;Demais Ocupações
782305;Demais Ocupações
782310;Demais Ocupações
782315;Demais Ocupações
782320;Demais Ocupações
782405;Demais Ocupações
782410;Demais Ocupações
782415;Demais Ocupações
782505;Demais Ocupações
782510;Demais Ocupações
782515;Demais Ocupações
782605;Demais Ocupações
782610;Demais Ocupações
782615;Demais Ocupações
782620;Demais Ocupações
782625;Demais Ocupações
782630;Demais Ocupações
782705;Demais Ocupações
782710;Demais Ocupações
782715;Demais Ocupações
782720;Demais Ocupações
782725;Demais Ocupações
782730;Demais Ocupações
782735;Demais Ocupações
782805;Demais Ocupações
782810;Demais Ocupações
782815;Demais Ocupações
782820;Demais Ocupações
783105;Demais Ocupações
783110;Demais Ocupações
783205;Demais Ocupações
783210;Demais Ocupações
783215;Demais Ocupações
783220;Demais Ocupações
783225;Demais Ocupações
783230;Demais Ocupações
783235;Demais Ocupações
783240;Demais Ocupações
784105;Demais Ocupações
784110;Demais Ocupações
784115;Demais Ocupações
784120;Demais Ocupações
784125;Demais Ocupações
784205;Demais Ocupações
791105;Demais Ocupações
791110;Demais Ocupações
791115;Demais Ocupações
791120;Demais Ocupações
791125;Demais Ocupações
791130;Demais Ocupações
791135;Demais Ocupações
791140;Demais Ocupações
791145;Demais Ocupações
791150;Demais Ocupações
791155;Demais Ocupações
791160;Demais Ocupações
810105;Demais Ocupações
810110;Demais Ocupações
810205;Demais Ocupações
810305;Demais Ocupações
811005;Demais Ocupações
811010;Demais Ocupações
811105;Demais Ocupações
811110;Demais Ocupações
811115;Demais Ocupações
811120;Demais Ocupações
811125;Demais Ocupações
811130;Demais Ocupações
811205;Demais Ocupações
811215;Demais Ocupações
811305;Demais Ocupações
811310;Demais Ocupações
811315;Demais Ocupações
811320;Demais Ocupações
811325;Demais Ocupações
811330;Demais Ocupações
811335;Demais Ocupações
811405;Demais Ocupações
811410;Demais Ocupações
811415;Demais Ocupações
811420;Demais Ocupações
811425;Demais Ocupações
811430;Demais Ocupações
811505;Demais Ocupações
811510;Demais Ocupações
811605;Demais Ocupações
811610;Demais Ocupações
811615;Demais Ocupações
811620;Demais Ocupações
811625;Demais Ocupações
811630;Demais Ocupações
811635;Demais Ocupações
811640;Demais Ocupações
811645;Demais Ocupações
811650;Demais Ocupações
811705;Demais Ocupações
811710;Demais Ocupações
811715;Demais Ocupações
811725;Demais Ocupações
811735;Demais Ocupações
811745;Demais Ocupações
811750;Demais Ocupações
811760;Demais Ocupações
811770;Demais Ocupações
811775;Demais Ocupações
811805;Demais Ocupações
811810;Demais Ocupações
811815;Demais Ocupações
811820;Demais Ocupações
812105;Demais Ocupações
812110;Demais Ocupações
813105;Demais Ocupações
813110;Demais Ocupações
813115;Demais Ocupações
813120;Demais Ocupações
813125;Demais Ocupações
813130;Demais Ocupações
818105;Demais Ocupações
818110;Demais Ocupações
820105;Demais Ocupações
820110;Demais Ocupações
820115;Demais Ocupações
820120;Demais Ocupações
820125;Demais Ocupações
820205;Demais Ocupações
820210;Demais Ocupações
821105;Demais Ocupações
821110;Demais Ocupações
821205;Demais Ocupações
821210;Demais Ocupações
821215;Demais Ocupações
821220;Demais Ocupações
821225;Demais Ocupações
821230;Demais Ocupações
821235;Demais Ocupações
821240;Demais Ocupações
821245;Demais Ocupações
821250;Demais Ocupações
821255;Demais Ocupações
821305;Demais Ocupações
821310;Demais Ocupações
821315;Demais Ocupações
821320;Demais Ocupações
821325;Demais Ocupações
821330;Demais Ocupações
821335;Demais Ocupações
821405;Demais Ocupações
821410;Demais Ocupações
821415;Demais Ocupações
821420;Demais Ocupações
821425;Demais Ocupações
821430;Demais Ocupações
821435;Demais Ocupações
821440;Demais Ocupações
821445;Demais Ocupações
821450;Demais Ocupações
822105;Demais Ocupações
822110;Demais Ocupações
822115;Demais Ocupações
822120;Demais Ocupações
822125;Demais Ocupações
823105;Demais Ocupações
823110;Demais Ocupações
823115;Demais Ocupações
823120;Demais Ocupações
823125;Demais Ocupações
823130;Demais Ocupações
823135;Demais Ocupações
823210;Demais Ocupações
823215;Demais Ocupações
823220;Demais Ocupações
823230;Demais Ocupações
823235;Demais Ocupações
823240;Demais Ocupações
823245;Demais Ocupações
823250;Demais Ocupações
823255;Demais Ocupações
823265;Demais Ocupações
823305;Demais Ocupações
823315;Demais Ocupações
823320;Demais Ocupações
823325;Demais Ocupações
823330;Demais Ocupações
828105;Demais Ocupações
828110;Demais Ocupações
830105;Demais Ocupações
831105;Demais Ocupações
831110;Demais Ocupações
831115;Demais Ocupações
831120;Demais Ocupações
831125;Demais Ocupações
832105;Demais Ocupações
832110;Demais Ocupações
832115;Demais Ocupações
832120;Demais Ocupações
832125;Demais Ocupações
832135;Demais Ocupações
833105;Demais Ocupações
833110;Demais Ocupações
833115;Demais Ocupações
833120;Demais Ocupações
833125;Demais Ocupações
833205;Demais Ocupações
840105;Demais Ocupações
840110;Demais Ocupações
840115;Demais Ocupações
840120;Demais Ocupações
841105;Demais Ocupações
841110;Demais Ocupações
841115;Demais Ocupações
841205;Demais Ocupações
841210;Demais Ocupações
841305;Demais Ocupações
841310;Demais Ocupações
841315;Demais Ocupações
841320;Demais Ocupações
841408;Demais Ocupações
841416;Demais Ocupações
841420;Demais Ocupações
841428;Demais Ocupações
841432;Demais Ocupações
841440;Demais Ocupações
841444;Demais Ocupações
841448;Demais Ocupações
841456;Demais Ocupações
841460;Demais Ocupações
841464;Demais Ocupações
841468;Demais Ocupações
841472;Demais Ocupações
841476;Demais Ocupações
841484;Demais Ocupações
841505;Demais Ocupações
841605;Demais Ocupações
841610;Demais Ocupações
841615;Demais Ocupações
841620;Demais Ocupações
841625;Demais Ocupações
841630;Demais Ocupações
841705;Demais Ocupações
841710;Demais Ocupações
841715;Demais Ocupações
841720;Demais Ocupações
841725;Demais Ocupações
841730;Demais Ocupações
841735;Demais Ocupações
841740;Demais Ocupações
841745;Demais Ocupações
841805;Demais Ocupações
841810;Demais Ocupações
841815;Demais Ocupações
842105;Demais Ocupações
842110;Demais Ocupações
842115;Demais Ocupações
842120;Demais Ocupações
842125;Demais Ocupações
842135;Demais Ocupações
842205;Demais Ocupações
842210;Demais Ocupações
842215;Demais Ocupações
842220;Demais Ocupações
842225;Demais Ocupações
842230;Demais Ocupações
842235;Demais Ocupações
848105;Demais Ocupações
848110;Demais Ocupações
848115;Demais Ocupações
848205;Demais Ocupações
848210;Demais Ocupações
848215;Demais Ocupações
848305;Demais Ocupações
848310;Demais Ocupações
848315;Demais Ocupações
848325;Demais Ocupações
848405;Demais Ocupações
848410;Demais Ocupações
848415;Demais Ocupações
848420;Demais Ocupações
848425;Demais Ocupações
848505;Demais Ocupações
848510;Demais Ocupações
848515;Demais Ocupações
848520;Demais Ocupações
848525;Demais Ocupações
848605;Demais Ocupações
860105;Demais Ocupações
860110;Demais Ocupações
860115;Demais Ocupações
861105;Demais Ocupações
861110;Demais Ocupações
861115;Demais Ocupações
861120;Demais Ocupações
861205;Demais Ocupações
862105;Demais Ocupações
862110;Demais Ocupações
862115;Demais Ocupações
862120;Demais Ocupações
862130;Demais Ocupações
862140;Demais Ocupações
862150;Demais Ocupações
862155;Demais Ocupações
862160;Demais Ocupações
862205;Demais Ocupações
862305;Demais Ocupações
862310;Demais Ocupações
862405;Demais Ocupações
862505;Demais Ocupações
862510;Demais Ocupações
862515;Demais Ocupações
910105;Demais Ocupações
910110;Demais Ocupações
910115;Demais Ocupações
910120;Demais Ocupações
910125;Demais Ocupações
910130;Demais Ocupações
910205;Demais Ocupações
910210;Demais Ocupações
910905;Demais Ocupações
910910;Demais Ocupações
911105;Demais Ocupações
911110;Demais Ocupações
911115;Demais Ocupações
911120;Demais Ocupações
911125;Demais Ocupações
911130;Demais Ocupações
911135;Demais Ocupações
911205;Demais Ocupações
911305;Demais Ocupações
911310;Demais Ocupações
911315;Demais Ocupações
911320;Demais Ocupações
911325;Demais Ocupações
913105;Demais Ocupações
913110;Demais Ocupações
913115;Demais Ocupações
913120;Demais Ocupações
914105;Demais Ocupações
914110;Demais Ocupações
914205;Demais Ocupações
914305;Demais Ocupações
914405;Demais Ocupações
914410;Demais Ocupações
914415;Demais Ocupações
914420;Demais Ocupações
914425;Demais Ocupações
915105;Demais Ocupações
915110;Demais Ocupações
915115;Demais Ocupações
915205;Demais Ocupações
915210;Demais Ocupações
915215;Demais Ocupações
915305;Demais Ocupações
915405;Demais Ocupações
919105;Demais Ocupações
919110;Demais Ocupações
919115;Demais Ocupações
919205;Demais Ocupações
919305;Demais Ocupações
919310;Demais Ocupações
919315;Demais Ocupações
950105;Demais Ocupações
950110;Demais Ocupações
950205;Demais Ocupações
950305;Demais Ocupações
951105;Demais Ocupações
951305;Demais Ocupações
951310;Demais Ocupações
951315;Demais Ocupações
951320;Demais Ocupações
953105;Demais Ocupações
953110;Demais Ocupações
953115;Demais Ocupações
954105;Demais Ocupações
954110;Demais Ocupações
954115;Demais Ocupações
954120;Demais Ocupações
954125;Demais Ocupações
954205;Demais Ocupações
954210;Demais Ocupações
954305;Demais Ocupações
991105;Demais Ocupações
991110;Demais Ocupações
991115;Demais Ocupações
991120;Demais Ocupações
991205;Demais Ocupações
991305;Demais Ocupações
991310;Demais Ocupações
991315;Demais Ocupações
991405;Demais Ocupações
991416;Demais Ocupações
992105;Demais Ocupações
992110;Demais Ocupações
992115;Demais Ocupações
992120;Demais Ocupações
992205;Demais Ocupações
992210;Demais Ocupações
992215;Demais Ocupações
992220;Demais Ocupações
992225;Demais Ocupações
0000-1;Demais Ocupações
